INAME	GENE	CHR	SIMR_UP2_190FR	SIMR_UP2_244
YKR047W		11	1.2	0.72
iOx002I		0	1.01	0.67
YEL059C-A	SOM1	5	1.39	0.56
iDx284I		0	1.66	0.49
iJx390I		0	1.4	0.68
YAR019C	CDC15	1	0.68	0.98
YGL042C		7	1.15	1.02
YBR244W	AMI1	2	0.39	1.76
iNx379I		0	1.64	0.41
iDx016I		0	1.71	0.48
YKR048C	NAP1	11	1.58	0.59
iJx122I		10	1.44	0.55
iNx045I		0	2.02	0.39
YPR196W		16	1.65	0.59
YGL108C		7	1.72	0.62
YPL179W	PPQ1	16	1.44	0.75
YLR005W	SSL1	12	0.35	2.46
iCx059I		3	0.14	6.05
YBR245C	ISW1	2	0.72	0.95
iMx088I		0	1.88	0.51
iIx165I		0	1.88	0.42
iEx242I		0	1.79	0.62
YPR197C		16	2.03	0.44
iOx271I		0	1.2	0.72
iEx308I		0	0.43	2.05
iOx337I		0	1.29	0.6
YGR125W		7	1.46	0.95
YLR006C	SSK1	12	0.3	2.5
iOx003I		0	1.01	1.14
YMR231W	PEP5	13	1.56	0.6
iDx285I		0	0.4	1.97
iJx391I		0	0.73	1.15
iDx017I				0.85
YKR049C		11	1.83	0.44
iNx046I		0	1.86	0.33
iJx123I		0	1.56	0.52
YLR274W	CDC46	12	0.78	1.17
iMx089I		0	1.36	0.51
iIx166I		0	1.15	0.74
iEx243I		0	0.96	0.58
YGR060W	ERG25	7	0.55	
iOx272I		0	1.3	0.72
iEx309I		0	1.99	0.48
YGL043W	DST1	7	1.24	0.84
iOx338I		0	1.6	0.47
YGR126W		7	0.94	1.01
YGL109W		7	1.9	0.54
iOx004I		15	1.09	0.81
YMR232W	FUS2	13	1.05	0.83
iDx286I		0	1.32	0.61
YBR180W		2	1.91	0.38
iJx392I		0	1.56	0.5
YGR061C	ADE6	7	0.54	1.23
YGL044C	RNA15	7	1.05	1.12
iDx018I		0	1.63	0.55
YBR246W		2	1.04	0.88
iNx047I		0	2.34	0.5
iJx124I		0	1.82	0.43
YPR198W	SGE1	16	1.19	0.89
YLR275W	SMD2	12	0.25	4.7
iPx230I		0	0.26	3.12
YHL001W	RPL14B	8	0.36	1.96
YBR181C	RPS6B	2	1.15	0.66
YLR007W		12	0.69	1.33
YBR247C	ENP1	2	0.94	0.9
iEx244I				0.86
iIx167I		0	1.69	0.6
YDR430C		4	1.82	0.63
YLR276C	DBP9	12	0.29	2.74
YPR199C	ARR1	16	1.97	0.4
iOx273I		0	1.39	0.56
iKx350I		0	0.38	2.12
iOx339I		0	0.46	2.29
YGR127W		7	0.29	3.38
YLR008C		12	0.69	
iOx005I		0	1.23	0.76
YMR233W		13	1.42	0.68
iDx287I		0	0.65	1.44
iJx393I		0	1.8	0.64
YGR062C	COX18	7	1.39	0.75
iDx019I		0	1.75	0.4
YGR128C		7	0.26	2.29
iNx048I		0	2.06	0.39
iJx125I		0	0.5	1.42
iPx231I		0	0.24	2.86
YHL002W		8	0.59	1.31
YBR182C	SMP1	2	2.02	0.39
YBR248C	HIS7	2	1.66	0.41
iIx168I		0	2	0.41
iEx245I		0	1.66	0.51
YLR277C	YSH1	12	1.49	0.73
iOx274I		0	1.75	0.47
iKx351I		0	0.58	1.25
YGL045W		7	0.97	1.36
YHL003C	LAG1	8	0.39	1.84
iOx006I		0	1.78	0.48
YMR234W	RNH1	13	0.79	1.16
iDx288I		0	0.8	1
iJx394I		0	1.93	0.5
YGR063C	SPT4	7	1.44	0.7
iJx060I		0	1.56	0.67
YDR431W		4	2.16	
iNx049I		0	2.04	0.44
iJx126I		0	0.6	1.45
YMR235C	RNA1	13	1.07	0.75
YHR020W		8	0.68	1.19
iPx232I		16	0.39	1.41
iEx180I		0	0.92	1.28
YBR249C	ARO4	2	2.27	0.43
iIx169I		0	0.45	1.16
iEx246I		0	0.9	1
YLR278C		12	1.36	
iOx275I		0	1.62	0.48
iKx352I		0	0.94	0.87
YGL046W		7	1.47	0.64
YHR021C	RPS27B	8	0.94	0.89
YGR129W	SYF2	7	1.26	0.79
YNL110C		14	1.83	0.54
iOx007I		0	1.11	0.7
iDx289I		0	0.99	0.82
iJx395I		0	0.74	1.27
YBR183W	YPC1	2	1.91	0.5
iJx061I		0	1.65	0.51
YMR170C	ALD2	13	1.6	0.51
YDR432W	NPL3	4	1.87	0.72
iJx127I		0	2.06	0.44
iPx233I		16	0.59	2.06
iLx310I		0	1.46	0.77
YHL004W	MRP4	8	0.34	2.3
iEx181I		0	0.85	0.8
iEx247I		0	1.72	0.4
iOx276I		0	1.35	0.7
iKx353I		0	2.02	0.39
iGx430I		0	1.22	1.09
YGR064W		7	1.52	0.74
YGL047W		7	2.28	0.41
YHR022C		8	2.15	0.69
YHL005C		8	0.67	1
YNL111C	CYB5	14	0.82	1.09
iOx008I		0	0.68	2.13
YMR236W	TAF17	13	1.57	0.38
iJx396I		0	1.42	0.71
YBR184W		2	1.2	0.75
YGR065C	VHT1	7	0.77	
iJx062I		0	2.19	0.38
YGL048C	RPT6	7	2.13	0.46
YMR171C		13	2.1	0.51
iJx128I		0	2.23	
YDR433W		4	1.55	0.72
YLR279W		12	1.41	
iPx234I				2.8
iLx311I		0	1.6	0.62
YBR185C	MBA1	2	1.31	0.61
iEx182I		0	1.5	0.53
iEx248I		0	1.79	0.43
iOx277I		0	0.61	1.85
iKx354I		0	1.6	0.55
iGx431I		0	0.7	1.23
iKx020I		0	0.89	
YHL006C		8	0.86	0.89
iOx009I		0	0.84	1.11
YMR237W		13	1.47	0.55
iJx397I		0	1.64	0.66
YGR066C		7	1.5	0.57
YMR294W-A		13	0.8	1.08
iLx580I		0	0.76	1.65
iJx063I		0	2.12	0.48
YGL049C	TIF4632	7	0.76	1.04
iFx140I		0	0.48	1.92
iJx129I		0	2.32	0.38
YDR434W		4	0.64	1.98
iDx800I		0	1.46	0.51
YDR100W		4	0.77	1.28
YHR023W	MYO1	8	0.5	2.54
iPx235I		0	0.45	1.89
iLx312I		0	0.59	1.4
YNL112W	DBP2	14	0.81	1.2
iEx183I				0.45
YLR157C-A	TyA	12	1.68	0.92
iEx249I		0	1.87	0.44
YDR435C		4	0.58	2.11
iOx278I		0	1.06	0.79
iKx355I		0	1.02	0.81
iGx432I		0	0.17	5.49
YDR101C		4	1.09	0.69
YHR024C	MAS2	8	0.32	3.02
iKx021I		0	1.92	0.54
YHL007C	STE20	8	0.65	1.13
YMR172W	HOT1	13	2.36	0.41
YMR238W	DFG5	13	0.81	1.12
iJx398I		0	1.72	0.51
YBR186W	PCH2	2	2.13	
YGR067C		7	1.29	0.66
iLx581I		0	0.91	1.55
iJx064I		0	2.25	0.44
iFx141I		0	1.38	0.79
iPx170I		0	0.25	2.2
iDx801I		0	1.02	0.92
YMR239C	RNT1	13	0.41	1.81
iPx236I		0	0.35	2.18
iLx313I		0	1.12	0.65
YNL113W	RPC19	14	1.94	0.39
iEx184I		0	1.38	0.73
YDR370C		4	2.14	0.57
iKx290I		0	0.46	2.34
iOx279I		0	0.42	1.87
iKx356I		0	2.17	0.47
iGx433I		0	1.25	0.55
YDR102C		4	1.76	0.47
YML090W		13	1.59	0.5
iKx022I		11	1.64	0.62
YHL008C		8	0.47	1.66
YMR173W	DDR48	13	2.3	
YNL114C		14	2.05	0.44
YBR187W				0.43
iJx399I		0	0.79	1.17
YCR024C-A	PMP1	3	1.07	0.51
YGR068C		7	1.76	0.46
YML091C	RPM2	13	0.71	
iLx582I		0	1.21	1.06
iJx065I		0	2.35	0.33
iFx142I		0	0.69	1.13
YMR174C	PAI3	13	1.73	0.44
iPx171I		0	0.88	
YDR436W	PPZ2	4	1.63	0.66
iDx802I		0	1.2	0.86
iPx237I		0	0.55	2.27
iLx314I		0	1.98	0.44
YHR025W	THR1	8	0.79	1.21
YBR188C	NTC20	2	1.89	0.55
iEx185I		0	1.78	0.5
iKx291I		0	1.6	0.64
YDL020C	RPN4	4	0.54	1.55
iKx357I		0	2.39	
iGx434I		0	1.36	0.96
iKx023I		0	2.03	0.45
YHL009C	YAP3	8	1.49	0.58
iGx100I		0	0.47	1.8
YNL115C		14	0.92	1.04
YML092C	PRE8	13	0.27	2.94
iJx066I		0	0.68	1.13
YDR371W		4	1.17	1.02
iBx220I		0	1.98	0.54
iFx143I		0	1.03	0.75
iPx172I		0	1.77	
YDR437W		4	1.66	0.48
iDx803I		0	0.61	1.71
YDR103W	STE5	4	0.43	1.71
iPx238I		0	0.47	1.73
iLx315I		0	1.81	0.44
YHR026W	PPA1	8	0.41	2.4
iEx186I		0	1.86	0.46
YDR372C		4	0.96	1.02
iKx292I		0	0.92	0.9
YCL063W		3	1.26	0.69
iKx358I		0	0.69	1.18
iGx435I		0	2.1	0.46
YGR069W		7	1.49	0.57
YDR104C		4	0.6	1.49
YHR027C	RPN1	8	0.7	1.33
YNL050C		14	0.37	2.02
iKx024I		0	0.34	1.78
YMR175W	SIP18	13	1.82	0.45
iGx101I		0	0.51	1.38
YCL064C	CHA1	3	0.85	1.09
YBR189W	RPS9B	2	1.79	0.57
iJx067I		0	0.65	1.98
iBx221I		0	1.86	0.47
iFx144I		0	1.67	0.49
iLx250I		12	1.36	0.69
iPx173I		0	1.27	0.57
YDL021W				1.99
YDR438W		4	1.77	0.57
iDx804I		0	0.96	1.02
iPx239I		16	0.91	1.07
iLx316I		0	0.83	1
iEx187I		5	1.58	0.66
YNL116W		14	0.95	1.15
YCR081W	SRB8	3	1.47	0.67
iKx293I		0	0.65	1.14
iGx370I		0	1.47	0.38
iKx359I		0	2.15	0.39
iGx436I		0	1.57	0.66
YIL170W	HXT12	9	2	0.45
YDR105C		4	2.03	0.44
YHR028C	DAP2	8	1.72	0.51
YML093W		13	0.59	1.36
iKx025I		0	1.81	0.34
YMR176W	ECM5	13	0.76	
iGx102I		0	0.77	0.9
iJx068I		0	0.58	1.61
YDR373W	FRQ1	4	1.79	0.48
iBx222I		0	2.27	0.35
iFx145I		0	0.45	2.15
iLx251I		12	1.04	0.77
iPx174I		0	0.58	1.13
YDL022W	GPD1	4	1.29	0.57
YDR439W	LRS4	4	0.85	1.19
YOR360C	PDE2	15	0.47	1.7
iDx805I		0	1.34	0.52
iLx317I		0	0.3	2.27
YNL051W		14	0.41	3.02
YNL117W	MLS1	14	1.73	0.7
iEx188I		0	1.09	0.56
YDR374C		4	1.51	0.48
YCR082W		3	0.62	1.41
iKx294I		0	1.43	0.6
iGx371I		0	1.75	0.5
YCL065W		3	0.8	1.55
YDR040C	ENA1	4	0.8	1.18
YDL023C		4	1.5	0.5
iGx437I		0	1.98	0.31
YIL171W	HXT12	9	1.71	0.5
YHR029C		8	1.58	0.52
YML094W	GIM5	13	1.98	0.42
iKx026I		11	0.68	
YMR177W	MMT1	13	1.18	0.9
iGx103I		0	0.63	1.52
YNL118C	DCP2	14	0.67	1.09
iFx080I		0	0.31	2.16
YIL172C		9	0.65	1.34
YML095C	RAD10	13	1.93	0.45
iJx069I		0	1.24	0.74
iBx223I		0	2.3	0.36
iDx740I		0	0.35	2.39
iFx146I		0	0.38	1.73
iPx175I		0	1.55	0.64
iLx252I		0	0.91	0.84
YOR361C	PRT1	15	1.5	0.51
iDx806I		0	0.62	1.21
YDR106W	ARP10	4	1.61	0.46
iLx318I		0	0.53	1.9
YNL052W	COX5A	14	0.6	1.58
iEx189I		0	0.88	1.18
YDR375C	BCS1	4	2.04	0.42
iKx295I		0	1.57	0.58
YCR083W	TRX3	3	0.33	2.19
iGx372I		0	0.72	0.92
YCL066W	HMLALPHA1	3	0.64	1.33
YDL024C		4	1.33	0.61
iGx438I		0	2.12	0.5
YDR107C		4	0.93	
YJL130C	URA2	10	0.78	
iKx027I		0	1.89	0.49
YMR178W		13	1.09	0.8
iGx104I		0	1.76	0.49
iMx210I		0	0.65	1.41
YCR084C	TUP1	3	1.08	0.86
YOL010W		15	0.27	2.5
YCL067C	HMLALPHA2	3	0.58	1.48
YHR139C-A		8	1.06	0.7
iFx081I		0	0.42	2.18
iBx224I		0	1.53	0.67
iDx741I		0	1.51	0.78
iFx147I		0	0.9	0.92
YDR041W		4	1.15	0.73
iPx176I		0	0.68	1.37
iLx253I		0	1.4	0.62
YOR362C	PRE10	15	1.99	0.42
iDx807I		0	1.24	0.84
YNR070W		14	0.99	0.85
iLx319I		0	1.06	0.82
YNL053W	MSG5	14	0.97	1.34
YNL119W		14	0.47	1.86
iKx296I		0	1.07	
iGx373I		0	0.47	1.6
YDR042C		4	1.02	0.92
YDL025C		4	1.47	0.58
iGx439I		0	1.11	0.78
YNR071C		14	0.55	1.81
YIL173W	VTH1	9	0.85	
YML096W		13	1.98	0.47
YJL131C		10	0.26	3.33
iKx028I		0	1.9	0.39
YMR179W	SPT21	13	0.62	1.5
iGx105I		0	1.49	0.49
iMx211I		0	1.12	0.7
YOL011W	PLB3	15	0.83	1.38
YCL068C		3	0.63	1.26
iFx082I		0	0.31	1.99
YML097C	VPS9	13	1.61	0.51
YDR376W	ARH1	4	2.46	0.37
iBx225I		0	0.31	3.13
iDx742I		0	0.42	1.77
iFx148I		0	1.64	0.42
iLx254I		12	1.37	0.6
iPx177I		0	1.51	0.52
YOR363C	PIP2	15	1.51	0.6
iDx808I		0	0.73	1.21
YDR108W	GSG1	4	0.55	1.62
YNL054W	VAC7	14	1.5	0.68
YOL012C	HTA3	15	2.11	0.55
iKx297I		0	0.99	0.7
iGx374I		0	0.65	1.15
iMx480I		0	0.49	1.85
iGx040I		0	0.62	1.54
YDR109C		4	0.71	1.21
YIL174W		9	1	1.23
YNL055C	POR1	14	1.72	0.49
iKx029I		0	1.44	0.54
iGx106I		0	2.32	0.38
iMx212I		0	1.38	0.51
iBx160I		0	0.39	2.34
iFx083I		0	0.35	2.28
iBx226I		2	0.87	0.82
YDR377W	ATP17	4	1.48	
iDx743I		0	0.78	1.27
iFx149I		0	0.8	1.27
iPx178I		0	0.22	2.88
YDL026W		4	1.1	0.7
iDx809I		0	1.27	0.69
YNR072W	HXT17	14	1.29	0.77
YJL132W		10	0.36	2.39
YOL013C	HRD1	15	1.64	0.71
YDR378C	LSM6	4	1.83	0.42
iKx298I		0	0.66	1.66
YCR086W		3	2	0.47
iGx375I		0	0.55	1.89
YCL069W		3	0.7	1.27
iMx481I		0	0.42	1.83
YDL027C		4	1.24	0.64
iGx041I		0	0.64	1.12
YJR150C	DAN1	10	1.25	0.76
YNR073C		14	1.3	0.65
YIL175W		9	0.96	1.37
YML098W	TAF19	13	1.62	0.48
iGx107I		0	2.51	0.34
YER001W	MNN1	5	0.41	2.06
iMx213I		0	0.85	0.69
YOR364W		15	1.79	0.46
YCR097WA	a1	3	0.64	1.34
YOR030W	DFG16	15	1.21	
iBx161I		0	0.43	1.75
iFx084I		0	0.51	1.71
iLx190I		0	0.92	0.75
YIL176C		9	0.85	1.54
YML099C	ARG81	13	0.95	0.8
iBx227I		0	1.5	0.54
iDx744I		0	0.66	1
YDR044W	HEM13	4	0.72	1.32
iLx256I		12	1.01	0.93
iPx179I		0	1.43	0.73
iDx410I		0	2.38	0.38
YOR365C				0.61
YJL133W	MRS3	10	1.42	0.68
YNL056W		14	1.95	0.46
iKx299I		0	1.56	0.62
YCR087W		3	1.67	
iGx376I		0	1.79	0.5
YDR045C	RPC11	4	0.78	1.62
iMx482I		0	0.7	1.11
YDL028C	MPS1	4	0.32	1.73
iGx042I		0	1.62	0.71
YJR151C		10	1.07	0.97
YNR074C		14	1.81	0.51
iGx108I		0	1.64	0.61
YER002W		5	0.46	1.74
YPL240C	HSP82	16	1.07	0.92
iMx214I		0	1.53	
YOR031W	CRS5	15	0.67	1.2
YOL014W		15	0.46	2.55
iBx162I		0	0.73	1.07
iFx085I		0	0.64	1.24
iLx191I		0	0.26	2.92
YIL177C		9	1.55	0.89
YDR379W	RGA2	4	1.31	0.71
iBx228I		0	1.28	0.72
iDx745I		0	1.56	0.64
iLx257I		0	1.48	0.61
iDx411I		0	1.99	0.31
YER003C	PMI40	5	0.36	2.3
YJL134W	LCB3	10	1.63	0.68
YOR032C	HMS1	15	0.72	1.68
YNL057W		14	2	0.47
YLR400W		12	2.63	0.37
YCR088W	ABP1	3	2.37	
iGx377I		0	1.32	0.65
YDR046C	BAP3	4	1.49	0.7
iMx483I		0	1.55	0.68
iCx120I		0	1.75	0.35
iGx043I		0	0.55	0.95
YNL058C		14	2.21	0.38
iGx109I		0	2.08	0.34
YPL241C	CIN2	16	2.12	0.49
iMx215I		0	1.83	0.43
YOR366W		15	1.13	0.65
YLR401C		12	2.83	0.32
YOL015W		15	0.67	1.78
iBx163I		0	1.37	0.43
iDx680I		0	1.09	0.89
iFx086I		0	0.33	2.33
iLx192I		0	1.19	0.68
iBx229I		0	1.21	0.8
iDx746I		0	1.25	0.7
iLx258I		0	1.27	0.92
iDx412I		0	0.64	1.16
YDL029W	ARP2	4	0.33	1.8
iHx001I		8	1.91	0.72
YJR152W	DAL5	10	1.05	0.83
YNR075W	COS10	14	1.6	0.45
YJL135W		10	1.91	0.44
YOR033C	DHS1	15	0.44	2.37
YOL016C	CMK2	15	0.64	1.91
YCR089W	FIG2	3	1.48	0.54
iGx378I		0	1.64	0.41
YJL070C		10	0.55	
iMx484I		0	1.25	0.86
iCx121I		0	1.69	0.64
iGx044I		0	0.36	1.82
iMx150I		0	0.3	3.26
YJL136C	RPS21B	10	2.1	0.34
YNL059C	ARP5	14	0.65	1.04
YER004W		5	0.87	0.95
YPL242C	IQG1	16	0.8	
iMx216I		0	0.73	1.23
YOR367W	SCP1	15	0.57	1.2
iBx164I		0	1.89	0.56
iDx681I		0	0.65	1.29
iFx087I		0	0.33	2.34
iLx193I		0	1.35	0.66
iHx270I		0	0.84	0.82
iDx747I		4	0.79	0.91
iLx259I		12	1.04	0.77
YDR047W	HEM12	4	1.48	0.51
iDx413I		0	1.91	0.35
iHx002I		0	1.81	0.56
YJR153W	PGU1	10	1.36	0.82
YNR076W	PAU6	14	0.81	1.24
YOR034C	AKR2	15	1.28	0.9
YLR402W		12	2.63	0.37
iGx379I		0	2.1	0.44
YDR048C		4	1.25	0.73
iMx485I		0	2.12	0.37
iCx122I		0	1.91	0.43
iGx045I		0	0.47	1.45
YNR077C		14	0.74	1.54
iMx151I		0	0.21	3.82
YJL137C	GLG2	10	1.98	0.39
YER005W	YND1	5	0.8	1.18
iMx217I		0	1.98	0.42
YOR368W	RAD17	15	0.51	1.72
iOx400I		0	0.45	1.81
iFx088I		6	0.48	1.6
YOL017W		15	0.74	1.26
iBx165I		0	0.77	1.07
iDx682I		0	0.75	0.98
iLx194I		0	1.07	0.72
iHx271I		0	1.32	0.56
iDx748I		0	0.82	1.03
YJL071W	ARG2	10	0.54	1.42
iDx414I		0	1.25	0.69
YOR369C	RPS12	15	0.72	1.03
iHx003I		0	0.98	1.31
YJR154W		10	1.75	0.43
YOR035C	SHE4	15	1.98	0.62
YOL018C	TLG2	15	0.69	1.43
YPL243W	SRP68	16	0.47	1.88
YLR403W	SFP1	12	1.45	0.86
YLL018C-A	COX19	12	1.23	0.58
YJL072C		10	0.72	1.18
iMx486I		0	1.95	0.37
iCx123I		0	1.71	0.42
iGx046I		0	1.4	0.79
iMx152I		0	0.94	
YJL138C	TIF2	10	1.6	0.47
YER006W		5	0.55	1.58
YPL244C		16	1.26	0.81
iMx218I		0	1.42	
iOx401I		0	1.08	
iBx166I		0	1.22	0.62
iDx683I		0	0.92	1.09
iFx089I		0	0.48	1.76
iLx195I		0	2.05	0.32
iHx272I		0	1.03	0.74
iDx749I		0	0.43	1.76
YAL001C	TFC3	1	0.28	4.58
YDR049W		4	0.63	1.21
iDx415I		0	1.99	0.32
iHx004I		0	0.79	1.55
YJR155W	AAD10	10	1.27	0.95
iNx110I		0	1.3	0.57
YLR404W		12	0.89	1.17
YJR090C	GRR1	10	0.49	1.5
iMx487I		0	0.62	2.06
iCx124I		0	0.67	
iGx047I		0	1.73	0.44
YJR156C	THI11	10	0.87	1.15
iMx153I		0	1.2	0.44
iIx230I		0	0.98	0.8
YJL139C	YUR1	10	1.13	0.72
YER007W	PAC2	5	0.2	3.87
iMx219I		0	1.53	0.58
YKL030W		11	1.28	0.5
iOx402I		0	1.43	0.72
YOR036W	PEP12	15	2.25	0.44
YOL019W		15	0.68	1.35
iBx167I		0	1.97	0.41
iDx684I		0	1.41	0.53
iLx196I		0	1.8	
iHx273I		0	0.49	2.06
iDx350I		0	1.89	0.59
iDx416I		0	0.32	2.46
YER008C	SEC3	5	0.56	1.52
YJL073W	JEM1	10	0.96	0.98
iHx005I		0	0.69	1.85
iNx111I		0	1.31	0.7
YPL245W		16	1.18	0.79
YLR405W		12	0.56	2.49
YJR091C	JSN1	10	1.95	0.42
YJL074C	SMC3	10	1.49	0.49
iCx125I		0	0.52	2.01
iMx488I		0	1.58	0.57
iGx048I		0	1.26	0.54
iMx154I		0	0.73	1.69
iIx231I		0	0.56	1.08
YAL002W	VPS8	1	0.85	1.1
YPL246C		16	2.03	0.48
YKL031W		11	1.4	0.59
YLR406C	RPL31B	12	0.95	
iOx403I		0	1.47	0.62
YOR037W	CYC2	15	1.05	1.18
iBx168I		0	0.77	1.71
iDx685I		0	0.93	
iLx197I		0	1.91	0.42
iHx274I		0	0.36	1.83
iDx351I		0	1.8	0.49
YAR020C	PAU7	1	0.79	1.38
iNx380I		0	1.6	0.39
iDx417I		0	0.78	1.06
YKL032C	IXR1	11	0.79	0.92
iHx006I		0	0.63	1.49
YJR157W		10	0.61	1.46
YOR038C	HIR2	15	1.25	1.02
YPL180W		16	1.96	0.58
iNx112I		0	1.68	0.44
YLR340W	RPP0	12	1.53	0.51
iCx060I		0	0.69	1.56
YJL075C		10	0.34	1.94
iMx489I		0	1.65	
iCx126I		0	0.4	2.53
iGx049I		0	1.48	0.49
iMx155I		0	0.84	1.12
iIx232I		0	0.52	1.72
YAL003W	EFB1	1	0.48	2.6
YPL247C		16	1.81	0.56
YER009W	NTF2	5	1.21	0.6
iOx404I		0	1.93	0.41
iBx169I		0	0.7	1.31
iDx686I		0	0.16	4.83
iLx198I		0	1.57	0.48
iHx275I		0	0.29	2.6
iDx352I		0	1.63	0.54
iNx381I		0	1.92	0.56
YJR092W	BUD4	10	0.53	1.3
iDx418I		0	0.43	1.9
YGL110C		7	0.63	1.45
iHx007I		0	0.66	1.52
YJR158W	HXT16	10	1.22	0.88
YPL181W		16	2.25	0.42
iNx113I		0	0.8	1.13
YLR341W		12	2.1	0.42
YLR407W		12	1.58	0.64
iCx061I		3	0.62	1.38
YJR093C	FIP1	10	0.29	3.32
iMx090I		0	0.55	1.25
iCx127I		0	0.89	0.92
YPL182C		16	2.51	0.33
iMx156I		0	0.85	0.88
iIx233I		0	1.5	0.59
iEx310I		0	2.19	0.41
YAL004W		1	1.28	
YKR050W	TRK2	11	0.84	
YPL248C	GAL4	16	1.51	0.76
YKL033W		11	0.46	1.91
YLR408C		12	0.91	1.14
iOx405I		0	0.48	1.75
YOR039W	CKB2	15	2.02	0.54
iDx687I		0	2.2	0.37
iLx199I		0	1.33	0.48
iHx276I		0	0.32	1.86
iDx353I		0	1.58	0.49
YAL005C	SSA1	1	0.97	1.04
iNx382I		0	0.38	2.05
iDx419I		0	1.45	0.47
YJL076W	NET1	10	0.75	0.95
iHx008I		0	1.57	0.52
YJR159W	SOR1	10	1.37	0.57
iNx114I		0	0.87	1.01
YLR342W	FKS1	12	1.18	0.8
YMR300C	ADE4	13	1.33	0.56
iCx062I		3	0.82	0.94
YJR094C	IME1	10	1.41	0.72
iMx091I		0	0.34	3.25
YJL077C	ICS3	10	2.07	0.37
iCx128I		3	0.88	1.24
YPL183C		16	1.59	0.64
iMx157I		0	0.91	1.21
iIx234I		0	1.55	0.44
iEx311I		0	0.42	1.97
iOx340I		0	2.02	0.43
YKR051W		11	0.38	3.03
YPL249C		16	1.63	0.77
YGL111W		7	0.6	1.4
YKL034W		11	1.25	0.81
YLR409C		12	1.55	0.72
iOx406I		0	1.01	1.09
iDx688I		0	1.94	0.41
iHx277I		0	1.82	0.47
iDx354I		0	2.04	0.54
YAR023C		1	0.99	0.84
iNx383I		0	0.16	4.2
iDx020I		0	0.66	1.46
YKR052C	MRS4	11	0.46	2.16
YGL112C	TAF60	7	0.52	1.61
iHx009I		0	1.13	0.64
YMR075C-A		13	0.31	3.04
iNx115I		0	2.25	0.36
YLR343W		12	0.46	2.03
iCx063I		3	0.86	1.27
iMx092I		0	1.79	0.47
YJL078C	PRY3	10	2.36	0.31
iCx129I		0	0.85	1
YPL184C		16	1.13	0.9
iMx158I		0	0.81	0.98
iIx235I		0	0.32	2.29
iEx312I		0	0.62	1.07
iOx341I		0	1.34	0.59
YKL035W	UGP1	11	1.33	0.56
YLR010C		12	0.42	1.9
iOx407I				1.46
iDx689I		0	0.92	1
iHx278I		0	1.49	0.67
iDx355I		0	0.48	2.05
iNx384I		0	0.24	2.83
YAL007C	ERP2	1	0.54	
YJR095W	SFC1	10	1.5	0.59
iDx021I		0	0.52	2.04
YGR130C		7	1.34	0.64
YKR053C	YSR3	11	0.48	1.86
iNx050I		0	0.49	1.63
YKL036C		11	1.17	0.65
iNx116I		0	0.67	1.18
YLR344W	RPL26A	12	0.68	0.81
YMR302C	PRP12	13	1.43	0.51
iCx064I		3	0.75	1.16
iMx093I		0	1.54	0.67
iIx170I		9	0.38	2.24
YJL079C	PRY1	10	1.86	0.44
iMx159I		0	0.86	1.06
iIx236I		0	0.66	1.35
iEx313I		0	0.72	1.41
iOx342I		0	0.87	1.04
YGL113W		7	0.52	1.38
iOx408I		0	1.52	0.47
iDx290I		4	0.72	1.68
iHx279I		0	1.72	0.35
iDx356I		0	1.06	0.88
YBR250W		2	1.79	0.6
iNx385I		0	0.86	1.39
YJR096W		10	1.3	0.51
iDx022I		0	2.5	0.35
iNx051I		0	0.49	2.35
YPL185W		16	0.78	1.36
iNx117I		0	2.01	0.38
YLR345W		12	0.43	1.6
YMR303C	ADH2	13	2.06	0.38
iPx300I		0	0.41	2.31
iCx065I		3	0.71	1.46
iMx094I		0	1.78	0.41
iIx171I		0	1.18	0.58
YLR280C		12	1.06	
YPL186C		16	0.7	1.41
iIx237I		0	0.99	0.78
iEx314I		0	1.89	0.42
YAL008W	FUN14	1	0.49	3.14
YDR500C	RPL37B	4	0.65	1.34
YLR346C		12	0.29	2.8
YGR131W		7	1.48	0.72
iOx343I		15	0.63	1.97
YGL114W		7	1.4	0.66
YLR012C		12	0.27	3.03
YKL037W		11	0.94	0.66
iDx291I		0	0.48	2
iDx357I		0	2.35	0.31
YBR251W	MRPS5	2	2.49	0.44
iNx386I		0	1.42	0.61
YJR097W		10	1.13	0.82
iDx023I		0	1.96	0.36
YGR132C	PHB1	7	1.84	0.45
iNx052I		0	0.42	2.02
iNx118I		0	1.77	0.39
iPx301I		0	0.36	1.79
iCx066I		3	0.46	1.55
YJR098C		10	1.37	0.56
iMx095I		0	0.74	
iIx172I		0	1.45	0.6
YLR281C		12	1.08	0.7
iIx238I		0	1.13	0.64
iEx315I		0	1.05	1.17
YAL009W	SPO7	1	0.58	
YLR347C	KAP95	12	0.79	
iOx344I		0	0.31	2.76
YKR055W	RHO4	11	1.22	
YGL115W	SNF4	7	1.63	0.53
YKL038W	RGT1	11	1.45	0.67
iOx010I		0	0.96	0.92
iDx292I		0	1.75	0.47
YMR304W	UBP15	13	1.02	0.62
iDx358I		0	1.99	0.54
YBR252W				0.64
iNx387I		0	1.19	0.62
iDx024I		0	0.44	2.15
iNx053I		0	0.82	1.6
iJx130I		0	1.03	0.71
YPL187W	MF(ALPHA)1	16	0.53	1.82
YDR501W	PLM2	4	1.18	
iNx119I		0	1.89	0.52
YMR305C	SCW10	13	0.89	0.94
iPx302I		0	0.3	2.13
