INAME	GENE	CHR	SIMR_UP2_190FR	SIMR_UP2_244
YLR013W	GAT3	12	0.28	2.43
iCx067I		3	0.25	4.24
iMx096I		0	0.61	1.64
iIx173I		0	0.75	1.12
iEx250I		0	1.88	0.35
YLR282C		12	0.82	1.01
YAR027W		1	1.35	0.69
iIx239I		0	0.89	0.85
YGL050W		7	0.42	2.24
iEx316I		0	1.13	0.81
YDR502C	SAM2	4	1.26	0.86
YLR348C	DIC1	12	1.81	0.42
iOx345I		0	0.83	0.98
YGR133W	PEX4	7	2.15	0.41
YKR056W	RNC1	11	2.11	0.45
YGL116W	CDC20	7	1.61	0.51
YLR014C	PPR1	12	0.63	1.26
YKL039W	PTM1	11	1.97	0.45
iOx011I		0	1.61	0.47
iDx293I		4	1.59	0.49
iDx359I		0	1.31	0.61
YBR253W	SRB6	2	1.77	0.53
iNx388I		14	1.2	0.62
YJR099W	YUH1	10	2.05	0.45
iDx025I		0	1.06	1.01
iNx054I		0	1.23	0.8
iJx131I		0	1.44	0.48
YMR240C	CUS1	13	1.19	0.68
YPL188W	POS5	16	1.2	0.74
iPx303I		0	0.39	2.21
iCx068I		3	0.28	3.22
YBR254C	TRS20	2	1.63	0.53
iMx097I		0	0.74	0.97
iIx174I		0	0.95	0.92
iEx251I		0	0.57	1.77
iOx280I		0	1.81	0.4
YAR028W		1	1.34	0.7
YGL051W		7	1.3	0.71
iEx317I		0	2.21	0.35
YDR503C	LPP1	4	1.1	
iOx346I		0	1.98	0.5
iGx500I		0	1.1	0.87
YGR134W		7	1.32	0.73
YKR057W	RPS21A	11	2.06	0.43
YGL117W		7	2.13	0.31
iOx012I		0	1.7	
iDx294I		0	2.03	0.38
YMR306W	FKS3	13	1.08	
iNx389I		0	1.79	0.34
iDx026I		0	1.04	0.84
iNx055I		0	1.79	0.81
iJx132I		0	0.27	2.86
YGL118C		7	2.15	0.37
YLR283W		12	0.62	1.5
YPL189W		16	1.74	0.47
YLR349W		12	1.62	0.46
iPx304I		0	0.54	2.35
YLR015W		12	0.85	1.13
iCx069I		3	0.23	3.53
iMx098I		0	1.64	0.49
iIx175I		0	0.89	0.66
YLR284C	ECI1	12	0.64	1.4
iOx281I		0	1.51	0.61
YAR029W		1	0.89	0.87
YGL052W		7	1.28	0.74
iEx318I		0	1.93	0.3
YDR504C		4	0.98	0.92
YHL010C		8	1.66	0.63
iOx347I		0	1.92	0.41
iGx501I		0	1.74	0.46
YGR135W	PRE9	7	1.31	0.75
YKR058W	GLG1	11	1.76	0.54
YLR016C		12	0.72	1.31
iOx013I		0	1.52	0.55
YMR241W	YHM2	13	0.83	1.17
iDx295I		0	0.82	1.01
YBR255W		2	1.15	1.08
iDx027I		0	0.76	1.09
iNx056I		0	1.6	0.66
iJx133I		0	0.97	0.84
YMR242C	RPL20A	13	1.18	0.63
YMR308C	PSE1	13	0.36	1.8
iPx305I		0	0.56	1.69
YBR256C	RIB5	2	1.19	0.97
iMx099I		0	1.54	0.71
iIx176I		0	0.35	2.81
iEx253I		0	0.89	1.01
iOx282I		0	0.92	0.98
YGR070W	ROM1	7	0.61	
iEx319I				0.47
YGL053W		7	1.38	0.75
YDR505C	PSP1	4	1.39	
YHL011C	PRS3	8	1.02	1.14
iGx502I				0.49
iOx348I		0	0.93	
YGR136W		7	0.65	1.2
YKR059W	TIF1	11	1.61	0.5
YGL119W	ABC1	7	1.74	0.47
iOx014I		0	1.15	0.76
iDx296I		0	1.52	0.74
YBR190W		2	1.55	0.65
YGR071C		7	0.49	1.39
YGL054C	ERV14	7	0.72	1.18
iDx028I		0	1.01	0.75
iNx057I		0	0.76	1.25
iJx134I		0	1.82	0.42
YLR285W		12	1.14	0.82
YMR243C	ZRC1	13	1.94	0.43
iPx240I		16	1.2	0.87
iPx306I		0	0.73	1.14
YLR017W	MEU1	12	0.55	1.73
YER119C-A		5	1.89	0.4
iIx177I		0	0.72	1.16
iEx254I		0	0.91	0.8
YLR286C	CTS1	12	1.16	0.79
iOx283I		0	1.2	0.6
iKx360I		0	1.43	0.78
YDR506C		4	1.86	0.56
iOx349I		0	0.85	0.88
iGx503I		0	0.7	1.48
YGR137W		7	0.58	1.53
YLR018C		12	0.57	1.55
iOx015I		0	1.18	0.77
iDx297I		0	0.36	2.83
YBR191W	RPL21A	2	1.16	0.98
YBR257W	POP4	2	1.72	0.67
iDx029I		0	0.23	4.28
YDR440W	DOT1	4	0.47	2.29
iNx058I		0	1.07	
iJx135I		0	0.34	3.15
iPx241I				0.9
YHL012W		8	0.56	2.45
iPx307I		0	1.17	0.81
YBR258C		2	1.48	0.64
iIx178I		0	0.69	1.24
iEx255I		0	1.92	0.41
YDR441C	APT2	4	0.35	2.57
YLR287C		12	1.79	0.49
iOx284I		0	0.56	1.31
iKx361I		0	0.67	1.26
YGR072W	UPF3	7	1.04	0.78
YGL055W	OLE1	7	0.94	0.99
YHR030C	SLT2	8	1.64	0.54
YHL013C		8	0.51	2.17
iGx504I		0	1.68	0.45
iOx016I		0	1.01	
iDx298I		0	0.83	0.98
YBR192W	RIM2	2	0.49	2.58
YGR073C		7	0.67	
iJx070I		0	1.5	0.54
YGL056C	SDS23	7	0.81	1.14
iNx059I		0	1.46	0.95
iJx136I		0	0.69	1.39
iPx242I		0	0.92	1.12
YBR193C	MED8	2	0.42	2.71
iPx308I		0	0.53	1.5
YLR019W		12	0.34	1.96
iEx190I		0	1.09	0.92
iIx179I		0	0.47	
iEx256I		0	1.75	0.66
YLR288C	MEC3	12	2.33	0.5
iOx285I		0	1.01	0.87
iKx362I		0	0.41	1.62
YHR031C	RTT104	8	2.19	0.42
YDR508C	GNP1	4	2.21	0.43
YHL014C	YLF2	8	0.33	3.26
iGx505I		0	1.87	0.48
YGR139W		7	1.38	0.72
YNL120C		14	0.91	0.84
iOx017I		0	1.37	0.87
YMR245W		13	1.75	0.34
iDx299I		0	0.87	0.96
iJx071I		0	2.03	0.47
YGL057C		7	0.34	2.39
YBR259W		2	0.55	1.35
YMR180C	CTL1	13	0.67	1.37
iJx137I		0	1.66	0.5
YDR442W		4	0.76	1.26
iLx320I				0.42
iPx243I		0	0.66	1.17
iPx309I		0	0.62	1.28
iEx191I		0	0.86	1.03
YHR214W-A		8	1.98	0.55
iEx257I		0	1.67	0.38
YDR443C	SSN2	4	1.22	0.75
iOx286I		0	0.76	0.99
iKx363I		0	1.79	0.53
iGx440I		0	1.03	0.8
YGR074W	SMD1	7	0.71	1.19
iGx506I				0.43
YNL121C	TOM70	14	0.89	0.87
iOx018I		0	2.22	0.27
YMR246W	FAA4	13	0.51	1.54
YBR194W		2	0.41	2.2
YGR075C	PRP38	7	0.73	1.17
iJx072I		0	1.57	0.54
YMR181C		13	1.81	0.45
iJx138I		0	1.41	
YLR289W	GUF1	12	0.99	0.88
YMR247C		13	0.87	
YHR032W		8	1.85	0.46
iPx244I		0	1.91	0.4
iLx321I		0	0.89	0.92
YDR509W		4	2.14	0.43
YHL015W	RPS20	8	0.91	1.32
YBR195C	MSI1	2	0.45	1.89
iEx192I		0	1.51	0.44
iEx258I		0	0.67	1.19
iAx001I		1	0.89	1.66
iOx287I		0	0.4	1.8
iKx364I		0	0.75	1.19
iGx441I		0	0.52	1.58
YGL058W	RAD6	7	0.76	1.54
iKx030I		0	2.06	0.4
YHL016C	DUR3	8	0.73	1.44
iGx507I		0	0.93	1.22
YNL122C		14	0.27	3.16
iOx019I		0	2.06	0.27
YGR076C	MRPL25	7	1.2	0.78
iJx073I		0	1.79	0.43
iFx150I		0	1.42	0.59
YMR182C	RGM1	13	2.16	0.41
iJx139I		0	0.46	1.57
YDR444W		4	1.2	0.77
iDx810I		0	1.49	0.64
YDR110W				0.9
iPx245I		0	1.72	0.4
iLx322I		0	1.79	0.56
YHR033W		8	0.9	
YBR196C	PGI1	2	1.08	0.84
iEx193I		0	1.59	0.41
iEx259I		0	1.65	0.46
YDR445C		4	0.94	0.81
iAx002I		1	0.9	1.27
iOx288I		0	0.31	2.2
iKx365I		0	1.81	
iGx442I		0	1.25	0.84
YDR111C		4	0.93	0.95
YHR034C		8	1.25	0.68
YGL059W		7	0.84	1.12
iKx031I		0	0.79	1.57
iGx508I		0	1.66	0.53
YJL200C		10	1.03	0.84
YGR077C	PEX8	7	1.81	0.5
iJx074I		0	0.81	0.84
iFx151I		0	1.11	0.8
YMR183C	SSO2	13	1.02	0.8
iPx180I		0	1.21	0.76
iDx811I		0	1.51	0.71
iPx246I		0	2.24	
iLx323I		0	0.95	0.91
YHL017W		8	0.73	1.18
YBR197C		2	1.78	0.46
YNL123W		14	0.63	1.36
iEx194I		0	1.23	0.72
iOx289I		0	1.9	0.36
iKx366I		0	2.16	0.39
iGx443I		0	1.88	0.34
iKx032I		0	0.27	3.22
iGx509I		0	2.08	0.33
YGR078C	PAC10	7	1.74	0.45
iJx075I		10	0.68	
YDR380W		4	1.76	0.61
iFx152I		0	0.96	0.95
iPx181I		0	1.27	
YDR446W	ECM11	4	0.74	1.16
iDx812I		0	2.14	0.46
YDR112W		4	1.32	0.53
iLx324I				0.85
iPx247I		0	2.36	0.34
YHR035W		8	1.83	0.53
YHL018W		8	1.68	0.56
YBR198C	TAF90	2	1.78	0.55
YJL201W	ECM25	10	0.78	0.87
YNL124W		14	1.82	0.45
iEx195I		0	0.67	1.15
YDR447C	RPS17B	4	1.27	0.6
iKx367I		0	2.09	0.47
iGx444I		0	1.54	0.62
YDR113C	PDS1	4	1.99	0.43
iKx033I		0	1.82	0.43
YHL019C	APM2	8	1.7	0.55
YMR184W		13	1.59	0.53
iGx110I		0	1.79	0.47
YJL202C		10	2.51	0.3
YNL125C	ESBP6	14	0.61	1.62
YCR090C		3	0.9	1.03
YCL073C		3	0.91	1.15
iJx076I		0	1.06	1
YDR381W	YRA1	4	1.17	0.7
iBx230I		0	1.02	0.78
iFx153I		0	1.02	0.97
iDx813I		0	1.84	
iPx248I		0	1.88	
iLx325I		0	0.72	1.06
YHR036W		8	1.92	0.48
YHR001W-A	QCR10	8	0.45	1.95
YOR100C	CRC1	15	1.7	0.66
iEx196I		0	1.16	0.65
iAx005I		1	0.58	1.36
iKx368I		0	2.02	0.55
iGx445I		0	1.57	0.51
YGR079W		7	1.42	0.57
YDR114C		4	1.5	0.53
iKx034I		0	1.82	0.55
YMR185W		13	1.61	0.52
iGx111I		0	1.27	0.89
YBR199W	KTR4	2	1.63	0.56
iJx077I		10	1.2	0.8
YDR382W	RPP2B	4	1.14	0.78
iBx231I		0	1.84	0.44
iFx154I		0	1	0.94
iPx183I		0	1.19	0.51
iLx260I		0	1.4	0.63
YDL031W	DBP10	4	1.22	0.81
YDR448W	ADA2	4	1.32	0.55
iDx814I		0	0.71	1.36
iPx249I		0	1.48	0.56
iLx326I		0	0.91	1.18
YHR037W	PUT2	8	0.76	1.13
YJL203W	PRP21	10	2.32	0.32
YNL126W	SPC98	14	0.51	1.33
iEx197I		0	1.38	0.5
YDR383C		4	0.95	0.89
YCR091W	KIN82	3	0.66	1.04
iGx380I		0	2.1	0.43
YCL074W		3	0.76	1.19
YDR449C		4	1.71	0.49
iKx369I		0	1.61	0.51
iGx446I		0	0.97	1.17
iGx112I		7	0.88	1.2
iKx035I		0	1.96	0.52
YMR186W	HSC82	13	0.78	0.89
YJL204C		10	1.95	0.46
YCR092C	MSH3	3	0.65	1.35
YOR101W	RAS1	15	1.77	0.59
iJx078I		0	1.77	0.55
iBx232I		0	1.32	0.59
iFx155I		0	1.01	0.84
YMR187C		13	0.43	2.11
iPx184I		0	0.59	
iLx261I		0	1.13	0.77
YDL032W		4	1.86	0.45
YOR370C	MRS6	15	1.56	0.56
iDx815I		0	0.75	1.31
YDR115W		4	1.38	0.49
iLx327I		12	0.68	1.02
YHR038W	FIL1	8	0.28	2.53
YNL061W	NOP2	14	0.81	1.09
YNL127W		14	1.73	0.49
iEx198I		0	1.27	0.59
YDR384C		4	1.32	0.56
iGx381I		0	2.15	0.37
YDR050C	TPI1	4	0.78	0.92
YCL075W		3	0.82	1.03
YDL033C		4	2.03	0.49
iGx447I		0	0.76	0.97
YDR116C		4	1.64	0.37
YHR039C		8	0.77	
YNL062C	GCD10	14	1.77	0.63
iKx036I		0	2.1	
iGx113I		0	0.83	1.01
iFx090I		0	0.67	1.4
YOR102W		15	1.57	0.7
iJx079I		0	1.51	0.6
iBx233I		0	1.42	0.73
iDx750I		0	1.01	0.98
iFx156I		0	1.58	0.53
YMR188C		13	0.88	0.81
iLx262I		12	0.61	1.01
iPx185I		0	1.75	0.52
YOR371C		15	2.11	0.4
iDx816I		0	0.91	1
iLx328I		12	0.83	1.03
YOR103C	OST2	15	1.6	0.57
YNL128W	TEP1	14	1.83	0.45
iEx199I		0	0.26	3.46
iGx382I		0	2.05	0.33
YCR093W	CDC39	3	0.65	
YDR051C		4	1.29	0.71
YCL076W		3	0.77	1.45
iAx008I		1	0.61	1.63
iGx448I		0	1.5	0.56
YDR117C		4	1.97	0.35
iKx037I		0	1.83	0.39
iGx114I		0	1.62	0.46
iMx220I		0	1.43	0.65
YJL206C		10	1.79	0.53
YOL020W	TAT2	15	1.38	0.75
iFx091I		0	0.55	1.91
YDR385W	EFT2	4	1.51	0.56
iBx234I		0	1.49	0.52
iDx751I		0	0.52	1.89
iFx157I		0	1.04	1.19
iPx186I		0	1.92	0.43
iLx263I		0	0.29	2.21
YDL034W		4	1.67	0.6
YOR372C	NDD1	15	2.26	0.46
iDx817I		0	1.79	0.48
iLx329I		0	0.89	1.04
YJL140W	RPB4	10	1.08	0.78
YNL063W		14	1.18	0.68
YOL021C	DIS3	15	0.8	1.21
YNL129W		14	1.89	0.39
iGx383I		0	2.32	0.63
YCR094W	CDC50	3	0.7	1.17
YDR052C	DBF4	4	0.67	0.78
iAx009I		1	0.77	2
iGx449I		0	0.68	1.17
YJL141C	YAK1	10	0.49	1.53
YNL064C	YDJ1	14	0.63	1.6
iKx038I		11	1.65	0.5
YMR189W	GCV2	13	0.49	2.1
iGx115I		0	1.86	0.46
iMx221I		0	0.32	2.21
YJL207C		10	0.9	
YCR095C		3	0.74	0.97
iFx092I		0	0.55	1.66
YOR104W		15	1.95	0.42
YDR386W	MUS81	4	0.37	1.89
iBx235I		0	1.78	0.53
iDx752I		0	1.05	0.86
iFx158I		0	0.83	1.26
iLx264I		12	0.37	2.55
iPx187I		0	0.5	1.41
iDx818I		4	0.63	
YER010C		5	1.51	0.59
YDR118W	APC4	4	2.02	0.37
YOL022C		15	0.34	2.32
YDR387C		4	0.43	1.85
iGx384I		0	1.71	0.63
iMx490I		0	0.21	2.33
YDL036C		4	1.49	0.82
iGx050I		0	2.28	0.46
YJL142C		10	0.27	2.6
iKx039I		0	1.33	
iGx116I		0	1.84	0.65
iMx222I		0	1.07	0.81
YJL208C	NUC1	10	0.34	2.57
YOR373W	NUD1	15	1.1	0.57
YCR096C	A2	3	0.61	1.38
iBx170I		0	0.56	1.23
iFx093I		0	0.63	1.55
YOR105W		15	1.97	0.39
iBx236I		0	2.03	0.34
iDx753I		0	1.29	0.52
iFx159I		0	0.61	
YDR053W		4	1.46	0.51
iLx265I		12	0.32	2.55
iPx188I		0	1.65	0.54
YMR193C-A		13	2.11	0.41
iDx819I		0	1.52	0.56
YDR119W		4	1.13	0.6
YNL065W		14	0.8	1.13
YKL100C		11	0.53	1.92
iGx385I		0	1.59	0.53
YDR054C	CDC34	4	0.51	
iGx051I				0.55
iMx491I		0	1.76	0.63
YDL037C		4	1.19	0.82
YJR160C		10	0.96	
iGx117I		0	1.66	0.51
YER011W	TIR1	5	1.12	0.64
iMx223I		0	1.4	0.51
YOR374W	ALD4	15	1.2	0.75
YML035C-A		13	1.76	0.45
YOR040W	GLO4	15	1.77	0.57
YOL023W	IFM1	15	0.44	2.31
iBx171I		0	0.21	3.49
iFx094I		0	0.62	1.7
YOR106W	VAM3	15	1.97	0.52
YDR388W	RVS167	4	1.37	0.56
iBx237I		0	2.24	0.41
iDx754I		0	1.89	0.57
iPx189I		0	2.04	
iLx266I		0	0.74	1.34
iDx420I		0	1.89	0.46
YOR375C	GDH1	15	1.19	0.62
YJL143W	TIM17	10	0.44	1.75
YOR041C		15	1.78	0.45
YNL066W	SUN4	14	1.65	0.7
YJL209W	CBP1	10	0.41	2.47
iGx386I		0	1.21	0.69
iMx492I		0	2.11	0.42
YDL038C		4	1.19	0.91
iGx052I		0	0.83	0.98
YJR161C	COS5	10	1.13	0.94
iGx118I		0	0.94	0.76
YER012W	PRE1	5	1.53	0.58
YPL250C		16	1.43	0.69
iMx224I		0	1.3	
YCR098C	GIT1	3	0.88	0.96
YKL101W	HSL1	11	0.34	2.58
YOL024W		15	1.06	0.83
iBx172I		0	0.59	2.3
iFx095I		0	0.3	2.35
YOR107W		15	1.96	0.42
YDR389W	SAC7	4	0.58	1.1
iBx238I		0	0.58	1.81
iDx755I		0	0.72	1.4
iLx267I		0	0.69	1.21
YDR055W	PST1	4	1.9	0.43
iDx421I		0	1.98	0.51
iHx010I		0	0.98	1.39
YJL144W		10	0.82	1.11
YNL067W	RPL9B	14	1.8	0.39
YKL102C		11	1.97	0.34
YLR410W	VIP1	12	1.61	0.52
iGx387I		0	1.76	0.63
YDR056C		4	1.52	0.56
iMx493I		0	2.21	0.44
YDL039C		4	0.86	1.15
iCx130I		0	1.49	0.49
iGx053I		0	1.44	0.48
YJR162C		10	0.76	1.68
YNL068C	FKH2	14	2.07	0.58
iGx119I		0	1.46	0.61
YER013W	PRP22	5	0.9	1.04
YOR376W				0.54
iMx225I		0	0.53	1.55
YCR099C		3	0.99	0.79
YOR042W		15	1.92	0.55
YOL025W	LAG2	15	1.42	0.65
iBx173I		0	1.44	0.62
iDx690I		0	1.07	0.69
iFx096I		0	0.26	2.65
YOR108W		15	2.2	0.45
iBx239I		0	1.46	0.42
iDx756I		0	1.01	0.93
iLx268I		0	0.7	1.29
iDx422I		0	1.19	0.77
iHx011I		0	1.16	0.68
YJL145W		10	1.13	0.91
YKL103C	LAP4	11	2.11	0.39
YOL026C		15	1.6	0.49
YPL251W		16	0.62	1.58
YLR411W	CTR3	12	0.94	1.13
iGx388I		0	1.41	0.62
YJL080C	SCP160	10	1.32	0.77
iCx131I		3	0.96	0.63
iMx494I		0	2.08	0.38
iGx054I		0	1.45	0.51
iMx160I		0	0.26	2.47
YNL069C	RPL16B	14	0.73	0.95
YER014W	HEM14	5	0.77	1.55
YPL252C	YAH1	16	0.61	1.35
iMx226I		0	0.54	1.82
YOR377W	ATF1	15	1.18	1.11
YOR043W	WHI2	15	1.4	0.67
iBx174I		0	1.37	0.58
iDx691I		0	1.96	0.46
iFx097I		0	0.37	2
YOR109W	INP53	15	1.32	0.62
iHx280I		0	2.05	0.4
iDx757I		0	0.63	1.14
iLx269I		0	1.74	0.42
YDR057W		4	1.57	0.75
iDx423I		0	0.65	1.06
iHx012I		0	0.87	1.04
YJL146W	IDS2	10	1.65	0.68
YKL104C	GFA1	11	1.76	0.5
YOL027C		15	1.5	0.56
YLR412W		12	1.35	0.72
iGx389I		0	1.51	0.65
YDR058C	TGL2	4	1.16	0.73
YPR001W	CIT3	16	0.35	2.35
YJL081C	ARP4	10	0.46	2.35
iMx495I		0	1.51	
iCx132I		0	1.43	0.78
iGx055I		0	1.47	0.55
iMx161I		0	1.03	0.68
YJL147C		10	1.43	0.72
YER015W	FAA2	5	0.59	1.67
iMx227I		0	0.89	0.96
YOR378W		15	1.94	0.48
iOx410I		0	0.6	2.29
YOR044W		15	0.59	1.63
iBx175I		2	0.75	0.76
iDx692I		0	1.51	0.61
iFx098I		0	0.53	1.94
iHx281I		0	1.39	0.64
iDx758I		0	1.76	0.56
YAL010C	MDM10	1	0.36	2.91
iDx424I		0	0.34	2.96
YOR379C		15	1	
iHx013I		0	1.04	0.8
YKL105C		11	0.52	1.99
YOL028C	YAP7	15	0.53	1.18
YLR413W		12	1.02	1.01
YDR059C	UBC5	4	1.69	0.58
YPR002W	PDH1	16	0.37	2.56
iMx496I		0	2.12	0.36
iGx056I		0	1.9	0.47
iMx162I		0	0.64	1.04
YER016W	BIM1	5	0.26	2.78
iMx228I		0	1.07	0.71
YLR414C		12	0.93	0.9
iOx411I		0	1.67	0.46
YOR045W	TOM6	15	0.28	2.93
YPR003C		16	0.31	3.09
iBx176I		0	0.65	1.25
iDx693I		0	1.76	0.48
iFx099I		0	0.14	4.42
iHx282I		0	1.23	0.46
iDx759I		0	1.44	0.49
iDx425I		0	0.52	1.67
YER017C	AFG3	5	0.4	1.83
YJL082W	IML2	10	0.73	1.46
YKL040C	NFU1	11	1.35	0.66
iHx014I				0.58
YGR200C		7	0.66	1.24
YOR046C	DBP5	15	0.46	2.08
YJL148W	RPA34	10	1.87	0.64
iNx120I		0	2.18	0.45
YOL029C		15	0.25	3.16
YPL254W	HFI1	16	0.49	1.61
iCx134I		3	1.17	0.71
iMx497I		0	1.75	0.46
iGx057I		0	1.95	0.43
iMx163I		0	0.23	4.89
iIx240I		0	1.32	0.75
YAL011W		1	0.33	2.8
iMx229I		0	1.1	0.57
YLR415C		12	1.33	0.55
iOx412I		0	0.29	2.52
YKL106W	AAT1	11	0.43	2.59
YPR004C		16	0.71	1.32
iBx177I		2	0.98	1.04
iDx694I		0	2.06	0.36
iHx283I		0	2.01	0.34
iDx360I		0	0.2	3.17
iDx426I		0	0.48	1.66
YER018C	SPC25	5	1.25	
YJL083W		10	2.23	0.48
iHx015I		0	1.2	0.92
YGR201C		7	1.62	0.47
YOR047C	STD1	15	1.38	0.63
YJL149W		10	1.12	0.91
iNx121I		0	1.63	0.46
YPL255W				0.55
YJL084C		10	0.92	1.23
iMx498I		0	1.66	0.4
iCx135I		0	1.89	0.35
iGx058I		0	1.71	0.6
YPL190C	NAB3	16	1.35	0.79
iMx164I		0	0.66	1.21
iIx241I		0	1.1	0.83
YAL012W	CYS3	1	0.58	1.64
YPL256C	CLN2	16	0.86	0.83
YKL041W	VPS24	11	0.95	0.9
YLR416C		12	1.35	0.5
iOx413I		0	2.56	0.28
YKL107W		11	0.45	
YPR005C	HAL1	16	1	0.92
iBx178I		0	0.95	1.16
iDx695I		0	1.92	0.37
iHx284I		0	2.35	0.39
iDx361I		0	1.1	0.68
YAR030C		1	0.96	0.93
iNx390I				0.47
iDx427I		0	1.26	0.67
iHx016I		0	1.89	0.43
YGR202C	PCT1	7	1.79	0.44
YOR048C	RAT1	15	1.42	0.69
iNx122I		0	1.37	0.65
YLR350W		12	1.79	0.54
iCx070I		3	1.64	0.71
iMx499I		0	1.01	1.13
iCx136I		0	1.92	0.41
iGx059I		0	0.12	5.14
YPL191C		16	0.5	1.57
iIx242I		9	1.04	1.12
iMx165I		0	1.69	
YAL013W	DEP1	1	1.09	0.79
YLR351C	NIT3	12	1.3	0.61
YMR304C-A		13	0.62	1.32
YER019W		5	1.63	0.59
YKL042W	SPC42	11	1.41	0.73
iOx414I		0	0.5	2.01
YPR006C	ICL2	16	0.75	1.11
YKL108W	SLD2	11	1.46	0.83
iBx179I		0	1.47	0.63
iDx696I		0	2.33	
iHx285I		0	0.97	0.85
iDx362I		0	0.61	1.6
YAL014C				0.93
iNx391I		0	1.2	0.63
iDx428I		0	0.33	2.89
YJL085W	EXO70	10	0.66	1.57
YGL120C	PRP43	7	1.89	0.48
iHx017I		0	0.35	2.25
YOR049C		15	1.49	0.63
iNx123I		0	1.77	0.49
iJx200I		0	0.58	1.61
YPL257W		16	0.67	1.23
YLR417W	VPS36	12	0.88	1.13
iCx071I		3	0.23	5.04
YJL086C		10	1.49	0.64
iCx137I		0	0.47	2.51
YAR031W		1	1.19	0.79
YPL192C		16	0.24	3.32
iMx166I		0	1.51	
iIx243I		0	0.88	1.08
iEx320I		0	2.36	0.4
YKR060W		11	1.34	0.59
YPL258C	THI21	16	1.54	0.7
YKL043W	PHD1	11	2.46	0.47
YLR418C	CDC73	12	0.99	0.85
YGR203W		7	2.03	
iOx415I		0	1.14	0.86
YPR007C	SPO69	16	0.65	1.29
YKL109W	HAP4	11	1.79	0.63
iDx697I		0	1.57	0.68
iHx286I		0	0.33	2.35
iDx363I		0	0.8	1.24
YAL015C	NTG1	1	0.36	2.19
iNx392I		14	0.66	0.99
iDx429I		0	1.63	0.59
YGL121C		7	1.8	0.41
iHx018I		0	1.66	0.68
iNx124I		0	0.57	1.52
iJx201I		0	0.98	0.69
YLR352W		12	1.89	0.46
YMR310C		13	2.02	0.39
YLL001W	DNM1	12	0.28	3.76
iCx072I				1.61
YJL087C	TRL1	10	0.87	1.18
iCx138I		0	0.26	3.1
iMx167I		0	1.82	0.53
iIx244I		0	1.03	1.02
iEx321I		0	1.72	0.5
iOx350I		0	0.88	0.99
YKR061W	KTR2	11	1.19	0.82
YPL259C	APM1	16	0.75	1.04
YKL044W		11	2.25	0.35
YGR204W	ADE3	7	0.99	0.8
iOx416I		0	0.82	1.01
iDx698I		0	1.7	0.42
iHx287I		0	0.47	1.59
iDx364I		0	0.76	0.87
iNx393I		0	0.67	1.16
iDx030I		0	0.91	0.91
iHx019I		0	1.01	0.68
YPL193W	RSA1	16	0.52	1.81
iNx125I		0	0.68	1.17
iJx202I		0	1.06	
YLR353W	BUD8	12	0.52	1.94
YMR311C	GLC8	13	2.27	0.47
YLL002W	KIM2	12	0.36	
YLR419W		12	1.39	0.6
iCx073I		3	0.24	3.6
YPR008W		16	0.46	1.69
iCx139I		0	0.55	1.16
YAR033W		1	1.35	0.66
iMx168I		0	1.28	0.64
iIx245I		0	0.93	1.08
iEx322I		0	2	0.34
YAL016W	TPD3	1	0.28	2.64
YLR354C	TAL1	12	0.33	1.72
iOx351I		0	0.41	2.81
YKR062W	TFA2	11	1.04	0.77
YLR020C		12	0.29	3.21
YKL045W	PRI2	11	2.26	0.47
iOx417I		0	2	0.39
YGR205W		7	0.76	0.93
iDx699I		0	1.11	0.9
iDx365I		4	0.79	1.5
iHx288I		0	1.19	0.58
iNx394I		14	0.91	1.13
iDx031I		0	1.34	0.76
YKR063C	LAS1	11	1.43	0.67
YJL088W	ARG3	10	0.65	1.55
iNx060I		0	1.14	0.88
YKL046C		11	1.55	0.77
YPL194W	DDC1	16	1.17	0.76
iNx126I		0	1.54	0.54
iJx203I		0	1.59	0.43
YLL003W	SFI1	12	0.33	2.97
iCx074I		3	0.26	2.43
YBR260C	RGD1	2	0.47	1.49
YPR009W		16	0.19	3.97
iIx180I		0	0.38	1.89
YMR135W-A		13	1.85	0.42
iMx169I		0	0.71	1.11
iIx246I		0	1.24	0.61
iEx323I		0	1.53	0.72
YAL017W	FUN31	1	1.06	0.9
YLR355C	ILV5	12	1.36	0.45
YGR140W	CBF2	7	1.2	
iOx352I		0	2.39	0.35
YGL123W	RPS2	7	0.74	1.04
iOx418I		0	0.75	1.62
YGR206W		7	0.72	0.96
YMR312W		13	1.87	0.62
iHx289I		0	0.9	1.38
iDx366I		0	1.71	0.29
iNx395I		0	0.9	1
YAL018C		1	1.1	0.77
iDx032I		0	1.19	0.6
YJL089W	SIP4	10	1.45	0.59
iNx061I		0	1.92	0.37
YGL124C		7	1.02	0.72
YGR207C		7	1	0.77
YPL195W	APL5	16	0.68	1.01
iNx127I		0	0.68	1.33
iJx204I		0	1.48	0.51
YMR313C		13	1.75	0.54
iPx310I		16	0.56	1.95
YLR021W		12	0.52	1.75
YLL004W	ORC3	12	0.53	1.74
iCx075I		3	0.48	2.33
YBR261C		2	1.44	0.56
iIx181I		0	0.41	2.01
YLR290C		12	0.87	1.14
YAR035W	YAT1	1	1.09	0.72
iIx247I		0	0.8	0.96
iEx324I		0	0.34	2.31
YGR141W		7	1.72	0.52
iOx353I		0	2.65	0.32
YKR064W		11	0.54	
YLR022C		12	0.48	1.98
YKL047W		11	1.21	0.91
YLL005C		12	0.42	2.18
