INAME	GENE	CHR	SIMR_UP2_191FR	SIMR_UP2_254
YMR185W		13	1.64	0.64
iGx111I		0	1.47	0.81
YBR199W	KTR4	2	1.26	0.59
iJx077I		10	0.98	0.65
YDR382W	RPP2B	4	1.08	0.67
iBx231I		0	1.68	0.51
iFx154I		0	1.25	0.99
iPx183I		0	1.32	0.58
iLx260I		0	1.5	0.7
YDL031W	DBP10	4	1.18	0.87
YDR448W	ADA2	4	1.47	0.64
iDx814I		0	0.84	1.16
iPx249I		0	1.23	0.69
iLx326I		0	1.01	1.05
YHR037W	PUT2	8	0.75	1.02
YJL203W	PRP21	10	1.83	0.52
YNL126W	SPC98	14	0.68	1.63
iEx197I		0	1.23	0.49
YDR383C		4	0.88	1.06
YCR091W	KIN82	3	0.83	1.32
iGx380I		0	2.11	0.47
YCL074W		3	0.85	1.02
YDR449C		4	1.92	0.61
iKx369I		0	1.66	0.65
iGx446I		0	0.99	1.39
iGx112I		7	1.09	0.98
iKx035I		0	1.44	0.55
YMR186W	HSC82	13	0.96	1.08
YJL204C		10	1.9	0.59
YCR092C	MSH3	3	0.74	1.45
YOR101W	RAS1	15	1.51	0.67
iJx078I		0	1.52	0.55
iBx232I		0	1.3	0.59
iFx155I		0	1.07	1.01
YMR187C		13	0.58	1.66
iPx184I				1.68
iLx261I		0	1.2	0.63
YDL032W		4	1.54	0.59
YOR370C	MRS6	15	1.4	0.71
iDx815I		0	1.01	1.06
YDR115W		4	1.25	0.53
iLx327I		12	0.72	1.17
YHR038W	FIL1	8	0.39	2.47
YNL061W	NOP2	14	0.86	1.1
YNL127W		14	1.57	0.48
iEx198I		0	1.27	0.66
YDR384C		4	1.26	0.69
iGx381I		0	1.89	0.45
YDR050C	TPI1	4	0.85	0.91
YCL075W		3	1.01	1.12
YDL033C				0.67
iGx447I		0	0.91	1.26
YDR116C		4	1.46	0.47
YNL062C	GCD10	14	1.43	0.7
iKx036I		0	1.66	0.56
iGx113I		0	1	0.86
iFx090I		0	0.69	1.36
YOR102W		15	1.24	0.7
iJx079I		0	1.17	0.63
iBx233I		0	1.51	0.76
iDx750I		0	1.35	0.93
iFx156I		0	1.65	0.57
YMR188C		13	1.08	0.95
iLx262I		12	0.37	1.26
iPx185I		0	1.75	0.52
YOR371C		15	1.66	0.5
iDx816I		0	1.21	0.93
iLx328I		12	0.73	1.12
YOR103C	OST2	15	1.38	0.61
YNL128W	TEP1	14	1.69	0.55
iEx199I		0	0.33	3
YCR093W	CDC39	3	0.54	
iGx382I		0	2.3	0.47
YDR051C				0.81
YCL076W		3	0.8	1.37
iAx008I		1	0.57	1.83
iGx448I		0	1.31	0.63
YDR117C		4	1.79	0.49
iKx037I		0	1.79	0.51
iGx114I		0	1.75	0.54
iMx220I		0	1.42	0.72
YJL206C		10	1.6	0.51
YOL020W	TAT2	15	1.29	0.81
iFx091I		0	0.73	1.85
YDR385W	EFT2	4	1.34	0.64
iBx234I		0	1.16	0.55
iDx751I		0	0.71	1.78
iFx157I		0	1.22	1.08
iPx186I		0	1.75	0.41
iLx263I		0	0.21	3.75
YDL034W		4	1.41	0.86
YOR372C	NDD1	15	1.76	0.58
iDx817I		0	1.84	0.59
iLx329I				0.92
YJL140W	RPB4	10	1.15	0.66
YNL063W		14	1.24	0.73
YOL021C	DIS3	15	0.95	1.12
YNL129W		14	1.76	0.48
YCR094W	CDC50	3	1.03	1.02
iGx383I		0	1.72	0.83
YDR052C	DBF4	4	0.37	0.8
YDL035C				1.27
iAx009I		1	0.76	2.25
iGx449I		0	0.79	1.42
YJL141C	YAK1	10	0.58	1.55
YNL064C	YDJ1	14	0.67	1.43
iKx038I		11	1.19	0.51
YMR189W	GCV2	13	0.57	2.11
iGx115I		0	1.51	0.63
iMx221I		0	0.37	2.63
YJL207C		10	0.9	0.83
YCR095C		3	1.07	1.19
iFx092I		0	0.47	1.66
YOR104W		15	1.56	0.48
YDR386W	MUS81	4	0.51	2.33
iBx235I		0	1.45	0.5
iDx752I		0	1.21	1.11
iFx158I		0	1.02	1.21
iLx264I		12	0.25	3.65
iPx187I		0	0.69	1.6
iDx818I		4	0.63	
YER010C		5	1.42	0.68
YDR118W	APC4	4	1.99	0.47
YOL022C		15	0.34	2.59
YDR387C		4	0.75	1.87
iGx384I		0	1.85	0.6
iMx490I		0	0.26	3.1
YDL036C		4	1.27	0.81
iGx050I		0	1.73	0.69
YJL142C		10	0.37	2.52
iKx039I		0	1.18	0.63
iGx116I		0	1.72	0.54
iMx222I		0	1.42	0.76
YJL208C	NUC1	10	0.51	2.88
YOR373W	NUD1	15	1.21	0.65
YCR096C	A2	3	0.8	1.58
iBx170I		0	0.82	1.07
iFx093I		0	0.48	1.34
YOR105W		15	1.59	0.5
iBx236I		0	1.53	0.46
iDx753I		0	1.29	0.65
iFx159I		0	0.69	1.17
YDR053W		4	1.34	0.6
iLx265I		12	0.39	2.76
iPx188I		0	1.99	0.52
YMR193C-A		13	1.68	0.53
iDx819I		0	1.52	0.64
YDR119W		4	1.13	0.65
YNL065W		14	0.88	1.18
YKL100C		11	0.64	1.54
iGx385I		0	1.47	0.62
iMx491I		0	1.76	0.67
YDL037C		4	0.95	
iGx051I		0	1.41	0.64
YJR160C		10	0.67	
iGx117I		0	1.59	0.62
YER011W	TIR1	5	1.11	0.7
iMx223I		0	1.32	
YOR374W	ALD4	15	1.34	0.78
YML035C-A		13	1.28	0.66
YOR040W	GLO4	15	1.39	0.7
YOL023W	IFM1	15	0.61	1.86
iBx171I		0	0.32	3.5
iFx094I		0	0.67	1.43
YOR106W	VAM3	15	1.6	0.64
YDR388W	RVS167	4	1.35	0.56
iBx237I		0	2.16	0.43
iDx754I		0	1.68	0.67
iPx189I		0	1.98	0.47
iLx266I		0	1.09	1.23
iDx420I		0	1.63	0.52
YOR375C	GDH1	15	1.28	0.61
YJL143W	TIM17	10	0.41	1.96
YOR041C		15	1.49	0.64
YNL066W	SUN4	14	1.41	0.67
YJL209W	CBP1	10	0.46	2.17
iGx386I		0	1.05	0.82
iMx492I		0	1.92	0.53
YDL038C		4	1.09	1.01
iGx052I		0	0.99	0.94
YJR161C	COS5	10	1.32	1.05
iGx118I		0	0.87	0.7
YER012W	PRE1	5	1.67	0.65
YPL250C		16	1.12	0.58
iMx224I		0	1.22	
YCR098C	GIT1	3	0.86	0.96
YKL101W	HSL1	11	0.42	2.19
YOL024W		15	1.26	0.82
iBx172I		0	0.57	2.13
iFx095I		0	0.49	1.99
YOR107W		15	1.46	0.57
YDR389W	SAC7	4	0.76	
iBx238I		0	0.44	1.15
iDx755I		0	0.77	1.34
iLx267I		0	0.77	1.06
YDR055W	PST1	4	1.44	
iDx421I		0	1.44	0.49
iHx010I		0	0.94	1.67
YJL144W		10	0.81	1.51
YNL067W	RPL9B	14	1.37	0.5
YKL102C		11	1.45	0.38
YLR410W	VIP1	12	1.47	0.58
iGx387I				0.61
YDR056C		4	1.36	0.57
iMx493I		0	1.85	0.49
YDL039C		4	0.87	1.06
iCx130I		0	1.33	0.57
iGx053I		0	1.59	0.47
YJR162C		10	0.56	1.96
YNL068C	FKH2	14	1.95	0.63
iGx119I		0	1.08	0.86
YER013W	PRP22	5	1.06	1.19
iMx225I		0	0.48	1.84
YOR376W		15	1.26	0.64
YCR099C		3	1.09	
YOR042W		15	1.52	0.74
YOL025W	LAG2	15	1.65	0.66
iBx173I		0	1.4	0.64
iDx690I		0	0.95	0.65
iFx096I		0	0.28	2.42
YOR108W		15	1.74	0.58
iBx239I		0	1.24	0.46
iDx756I		0	0.89	0.97
iLx268I		0	0.73	0.87
iDx422I		0	1.21	0.91
iHx011I		0	1.41	0.94
YJL145W		10	1.3	0.84
YKL103C	LAP4	11	1.84	0.47
YOL026C		15	1.4	0.58
YPL251W		16	0.47	1.4
YLR411W	CTR3	12	0.99	1.24
iGx388I		0	1.41	0.74
YJL080C	SCP160	10	1.53	0.95
iCx131I		3	0.74	0.59
iMx494I		0	2.01	0.58
iGx054I		0	1.07	0.64
YNL069C				1.03
iMx160I		0	0.34	2.75
YER014W	HEM14	5	0.81	1.63
YPL252C	YAH1	16	0.57	1.26
iMx226I		0	0.55	1.56
YOR377W	ATF1	15	1.26	0.98
YOR043W	WHI2	15	1.33	0.76
iBx174I		0	1.51	0.53
iDx691I		0	1.64	0.51
iFx097I		0	0.44	2.41
YOR109W	INP53	15	1.2	0.72
iHx280I		0	1.56	0.58
iDx757I		0	0.62	1.64
iLx269I		0	1.86	0.55
YDR057W		4	1.37	0.63
iDx423I		0	0.63	1.52
iHx012I		0	1	0.97
YJL146W	IDS2	10	1.74	0.67
YKL104C	GFA1	11	1.51	0.91
YOL027C		15	1.27	0.78
YLR412W		12	1.27	0.79
iGx389I		0	1.52	0.58
YDR058C	TGL2	4	1.19	0.68
YPR001W	CIT3	16	0.47	1.98
YJL081C	ARP4	10	0.46	2.77
iCx132I				0.83
iMx495I		0	1.75	0.58
iGx055I		0	1.55	0.57
iMx161I		0	1.05	0.8
YJL147C		10	1.53	0.76
YER015W	FAA2	5	0.7	1.51
iMx227I		0	0.85	0.84
YOR378W		15	1.68	0.62
iOx410I		0	0.72	1.85
YOR044W		15	0.67	1.34
iBx175I		2	0.46	0.99
iDx692I		0	1.27	0.58
iFx098I		0	0.69	1.63
iHx281I		0	1.42	0.63
iDx758I		0	1.33	0.55
YAL010C	MDM10	1	0.43	3.36
iDx424I		0	0.29	2.82
YOR379C				0.87
iHx013I		0	1.19	0.75
YKL105C		11	0.49	2.13
YOL028C	YAP7	15	0.66	1.7
YLR413W		12	1.01	0.86
YDR059C	UBC5	4	1.16	0.55
YPR002W	PDH1	16	0.46	2.85
iMx496I		0	2.02	0.47
iGx056I		0	1.52	0.46
iMx162I		0	0.68	1.16
YER016W	BIM1	5	0.29	3.08
iMx228I		0	1.34	0.86
YLR414C		12	1	0.8
iOx411I		0	1.4	0.57
YOR045W	TOM6	15	0.33	
YPR003C		16	0.43	2.87
iBx176I		0	0.7	1.14
iDx693I		0	1.44	0.53
iFx099I		0	0.18	4.66
iHx282I		0	1.05	0.68
iDx759I		0	1.63	0.53
iDx425I		0	0.62	1.72
YER017C	AFG3	5	0.52	1.74
YJL082W	IML2	10	0.76	1.53
YKL040C	NFU1	11	1.24	0.73
iHx014I		0	2	0.71
YGR200C		7	0.72	1.27
YOR046C	DBP5	15	0.63	1.78
YJL148W	RPA34	10	1.41	0.69
iNx120I		0	1.77	0.51
YOL029C		15	0.25	3.42
YPL254W	HFI1	16	0.56	1.52
iCx134I		3	0.72	0.65
iMx497I		0	1.63	0.4
iGx057I		0	2	0.5
iMx163I		0	0.22	5.63
iIx240I		0	1.48	0.77
YAL011W		1	0.35	3.94
iMx229I		0	1.17	0.87
YLR415C		12	1.24	0.65
iOx412I		0	0.33	2.3
YKL106W	AAT1	11	0.47	2.81
YPR004C		16	0.81	1.15
iBx177I		2	1.06	1.28
iDx694I		0	1.67	0.43
iHx283I		0	1.73	0.45
iDx360I		0	0.33	4.65
iDx426I		0	0.45	1.91
YER018C	SPC25	5	1.19	
YJL083W		10	1.62	0.63
iHx015I		0	1.19	1.05
YGR201C		7	1.46	0.52
YOR047C	STD1	15	1.32	0.72
YJL149W		10	1.04	1
iNx121I		0	1.43	0.66
YPL255W	BBP1	16	1.71	0.57
YJL084C		10	1.24	1.39
iMx498I		0	1.64	0.55
iCx135I		0	1.81	0.54
iGx058I		0	1.73	0.52
YPL190C	NAB3	16	1.07	0.92
iMx164I		0	0.63	1.23
iIx241I		0	1.31	0.78
YAL012W	CYS3	1	0.74	1.8
YPL256C	CLN2	16	0.92	1.21
YKL041W	VPS24	11	0.92	1.09
YLR416C		12	1.21	0.57
iOx413I		0	2.22	0.4
YKL107W				1.81
YPR005C	HAL1	16	1	1.03
iBx178I		0	1.04	1.12
iDx695I		0	1.64	0.46
iHx284I		0	1.64	0.46
iDx361I		0	1.28	0.76
YAR030C		1	0.99	0.8
iNx390I		0	1.83	0.65
iDx427I		0	1.24	0.72
iHx016I		0	1.97	0.51
YGR202C	PCT1	7	1.39	0.5
YOR048C	RAT1	15	1.46	0.74
iNx122I		0	1.29	0.76
YLR350W		12	1.53	0.64
iCx070I		3	1.51	1.06
iMx499I		0	1.11	0.94
iCx136I		0	1.85	0.54
iGx059I		0	0.14	6.99
YPL191C		16	0.63	1.45
iIx242I		9	1	1.06
iMx165I		0	1.51	0.48
YAL013W				0.95
YLR351C	NIT3	12	1.37	0.58
YMR304C-A		13	0.69	1.28
YER019W		5	1.26	0.63
YKL042W	SPC42	11	1.31	0.96
iOx414I		0	0.62	2.12
YPR006C	ICL2	16	0.9	1.1
iBx179I				0.66
YKL108W	SLD2	11	1.28	0.97
iHx285I		0	0.94	0.86
iDx362I		0	0.62	1.62
YAL014C		1	0.93	1.52
iNx391I		0	1.31	0.7
iDx428I		0	0.27	2.9
YJL085W	EXO70	10	0.84	1.61
YGL120C	PRP43	7	1.85	0.55
iHx017I		0	0.38	2.13
YOR049C		15	1.32	0.72
iNx123I		0	1.82	0.57
iJx200I		0	0.51	1.41
YPL257W		16	0.76	1.17
YLR417W	VPS36	12	1	1.26
iCx071I		3	0.31	4.31
YJL086C		10	1.47	0.72
iCx137I		0	0.48	2.28
YAR031W		1	1.37	0.88
YPL192C		16	0.3	3.71
iMx166I		0	1.52	0.47
iIx243I		0	1.06	0.89
iEx320I		0	2.21	0.57
YKR060W		11	1.25	0.72
YPL258C	THI21	16	1.52	0.6
YKL043W	PHD1	11	1.93	0.57
YLR418C	CDC73	12	1	0.8
YGR203W		7	1.38	0.39
iOx415I		0	1.42	0.79
YPR007C	SPO69	16	0.81	1.38
YKL109W	HAP4	11	1.7	0.64
iDx697I		0	1.33	0.63
iHx286I		0	0.34	
iDx363I		0	0.92	1.48
YAL015C	NTG1	1	0.49	2.48
iNx392I		14	0.52	
iDx429I		0	1.26	0.54
YGL121C		7	1.57	0.48
iHx018I		0	1.5	0.87
iJx201I				0.68
iNx124I		0	0.6	1.35
YLR352W		12	1.68	0.52
YMR310C		13	1.65	0.5
YLL001W	DNM1	12	0.35	3.28
iCx072I				2.61
YJL087C	TRL1	10	1.02	1.4
iCx138I		0	0.14	2.84
iMx167I		0	2.02	0.61
iIx244I		0	1.24	0.88
iEx321I		0	1.7	0.69
iOx350I		0	0.94	1.11
YKR061W	KTR2	11	1.1	0.74
YPL259C	APM1	16	0.91	1.2
YKL044W		11	1.77	0.48
YGR204W	ADE3	7	1	0.94
iOx416I		0	0.95	0.84
iDx698I		0	1.68	0.52
iHx287I		0	0.5	1.54
iDx364I		0	0.8	1.19
iNx393I		0	0.76	1.41
iDx030I		0	0.82	0.92
iHx019I		0	0.99	0.76
YPL193W	RSA1	16	0.66	1.69
iNx125I		0	0.85	1.21
iJx202I		0	1.04	0.7
YLR353W	BUD8	12	0.53	1.98
YMR311C	GLC8	13	2.11	0.53
YLL002W	KIM2	12	0.4	3.02
YLR419W		12	1.32	0.61
iCx073I		3	0.33	3.76
YPR008W		16	0.46	2.4
iCx139I		0	0.79	1.24
YAR033W		1	1.31	0.74
iMx168I		0	1.31	0.76
iIx245I		0	1.05	1.03
iEx322I		0	1.85	0.59
YAL016W	TPD3	1	0.34	3.65
YLR354C	TAL1	12	0.46	1.59
iOx351I		0	0.59	2.38
YKR062W	TFA2	11	1.08	0.79
YLR020C		12	0.3	3.61
YKL045W	PRI2	11	2.02	0.53
iOx417I		0	2.04	0.55
YGR205W		7	0.87	1.11
iDx699I		0	1.07	0.9
iDx365I		4	0.86	1.85
iHx288I		0	1.11	0.81
iNx394I		14	0.83	1.26
iDx031I		0	1.15	0.77
YKR063C	LAS1	11	1.31	0.62
YJL088W	ARG3	10	0.83	1.46
iNx060I		0	1.02	0.84
YKL046C		11	1.44	0.83
YPL194W	DDC1	16	1.14	0.8
iNx126I		0	1.4	0.66
iJx203I		0	1.19	0.44
YLL003W	SFI1	12	0.46	2.65
iCx074I		3	0.34	3.18
YBR260C	RGD1	2	0.65	1.73
YPR009W		16	0.24	4.81
iIx180I		0	0.47	1.89
YMR135W-A		13	1.72	0.49
iMx169I		0	0.65	0.91
iIx246I		0	1.52	0.88
iEx323I		0	1.86	0.83
YAL017W	FUN31	1	1.16	0.91
YLR355C	ILV5	12	1.03	0.63
YGR140W	CBF2	7	0.93	0.8
iOx352I		0	2.05	0.44
YGL123W	RPS2	7	0.74	1.12
iOx418I		0	0.8	1.21
YGR206W		7	0.73	1.2
YMR312W		13	2.07	0.6
iHx289I		0	0.63	1.58
iDx366I		0	1.89	0.53
iNx395I		0	0.96	0.93
YAL018C		1	1.12	0.74
iDx032I		0	0.99	0.74
YJL089W	SIP4	10	1.29	0.61
iNx061I		0	1.72	0.47
YGL124C		7	1.1	0.76
YGR207C		7	1.12	
YPL195W	APL5	16	0.83	1.41
iNx127I		0	0.84	1.17
iJx204I		0	1.18	0.57
YMR313C		13	1.87	0.82
iPx310I		16	0.66	1.98
YLR021W		12	0.5	1.95
YLL004W	ORC3	12	0.67	1.69
iCx075I		3	0.59	2.16
YBR261C		2	1.32	0.68
iIx181I		0	0.6	1.41
YLR290C		12	0.87	0.92
YAR035W	YAT1	1	0.86	
iIx247I		0	0.99	1.38
iEx324I		0	0.58	1.96
YGR141W		7	1.86	0.7
iOx353I		0	2.26	0.41
YLR022C		12	0.5	2.29
YKL047W		11	1.33	0.78
YLL005C		12	0.54	2.29
iOx419I		0	1.04	0.93
iDx367I		0	1.02	0.9
iNx396I		0	2.17	0.64
iDx033I		0	1.04	0.68
YKR065C		11	0.4	2.42
iNx062I		0	1.06	0.64
YKL048C	ELM1	11	2.01	0.65
YPL196W		16	1.53	0.58
YDR510W	SMT3	4	1.35	0.49
iNx128I		0	0.57	1.58
iJx205I		0	0.99	1.1
YLR356W		12	2.13	0.36
iPx311I		0	0.44	1.51
iCx076I		3	0.47	2.09
YBR262C		2	1.66	0.66
iIx182I		0	0.67	0.99
YLR291C	GCD7	12	1.43	0.51
YPL197C		16	1.11	0.62
iIx248I		0	0.84	1.35
iEx325I		0	1.4	0.69
YAL019W	FUN30	1	0.75	1.42
iOx354I		0	2.09	0.49
YGR142W	BTN2	7	1.07	0.96
YGL125W	MET13	7	0.84	1.2
YHR100C		8	0.62	1.18
YLR023C		12	0.91	
iOx020I		0	1.06	0.87
YGR208W	SER2	7	0.96	1.04
YMR314W	PRE5	13	1.83	0.45
iDx368I		0	1.05	0.99
iNx397I		0	1.25	0.67
iDx034I		0	1.1	0.75
YKR066C	CCP1	11	0.87	1.01
iNx063I		0	0.76	1.13
iJx140I		0	0.5	2.09
YKL049C	CSE4	11	1.68	0.65
YGR209C	TRX2	7	0.75	
YDR511W		4	1.49	0.56
iNx129I		0	0.26	3.07
iJx206I		0	0.59	1.64
YLR357W	RSC2	12	2.08	0.54
iPx312I				1.18
YLL006W	MMM1	12	0.65	1.77
iCx077I		3	0.5	2.02
iEx260I				0.62
iIx183I		0	0.74	1.06
YLR292C	SEC72	12	2.01	0.47
iIx249I		0	1.4	0.84
YGL060W		7	1.54	0.73
iEx326I		0	1.42	0.57
YDR512C		4	0.95	0.68
YLR358C		12	1.82	0.5
iOx355I		0	1.09	1.03
YGR143W	SKN1	7	1.24	0.72
YGL126W	SCS3	7	1.5	0.65
YHR101C	BIG1	8	1.17	0.68
YLR024C		12	1.14	0.73
iOx021I		0	1.02	1.35
YLL007C		12	0.43	2.09
YMR315W		13	1.46	0.55
iDx369I		0	0.68	1.34
YBR263W	SHM1	2	1.54	0.61
YGL061C	DUO1	7	0.82	1.08
iNx398I		0	1.27	0.59
iDx035I		0	0.94	1.06
iNx064I		0	1.72	0.49
iJx141I		0	1.96	0.45
YGL127C	SOH1	7	1.36	0.69
YPL198W	RPL7B	16	1.29	0.68
iJx207I		0	0.53	1.33
iPx313I		0	0.36	2.78
iCx078I		3	0.69	1.45
YBR264C	YPT10	2	1.26	0.88
iIx184I				0.57
iEx261I		0	1.56	0.54
YLR293C	GSP1	12	1.71	0.47
iOx290I		0	1.55	0.58
YPL199C		16	1.49	0.56
iEx327I		0	1.48	0.72
iOx356I		0	0.39	2.63
YGR144W	THI4	7	1.31	0.66
YKR067W		11	1.36	0.63
iOx022I		0	1.32	0.87
YMR250W		13	0.77	1.3
YMR316W		13	1.35	0.81
iNx399I		0	1.17	
iDx036I		0	1.27	0.6
YKR068C	BET3	11	1	0.88
iNx065I		0	1.73	0.42
iJx142I		0	1.71	0.63
YGL128C		7	1.54	0.61
YDR513W	TTR1	4	0.84	0.79
iJx208I		0	0.52	1.94
YLR359W	ADE13	12	1.62	0.65
YHR102W	NRK1	8	1.56	0.57
iPx314I		0	0.22	3.67
YLR025W	SNF7	12	1.17	0.84
iCx079I		3	0.53	1.19
YLL008W	DRS1	12	0.43	2.24
iIx185I		0	1.22	0.82
iEx262I		0	0.28	3.52
YLR294C		12	1.93	0.46
iOx291I		0	1.19	0.77
YGL062W	PYC1	7	1.04	0.9
iEx328I		0	0.21	4.16
YDR514C		4	1.4	0.8
YHL020C	OPI1	8	1.22	0.79
iOx357I		0	1.2	0.88
iGx511I		0	0.4	2.59
YGR145W		7	0.62	1.32
YLR026C	SED5	12	1.18	1.08
iOx023I		0	0.77	1.25
iKx100I		0	0.92	0.8
YLL009C	COX17	12	1.05	0.6
YMR251W		13	0.72	1.07
YMR317W		13	1.23	0.94
YBR265W	TSC10	2	1.29	0.58
iDx037I		0	1.48	0.72
YGR146C		7	0.75	1.35
iNx066I		0	1.04	
iJx143I		0	0.39	2.69
YGL129C		7	1.12	0.89
YMR252C		13	0.92	0.96
iJx209I		0	0.73	1.59
YMR318C		13	1.63	0.53
YHR103W	SBE22	8	1.26	0.7
iPx315I		0	0.78	0.74
YBR266C		2	0.98	0.88
iIx186I		0	0.42	2.29
iEx263I		0	1.13	0.78
YLR295C	ATP14	12	1.38	0.46
iOx292I		0	1.57	0.61
YGR080W	TWF1	7	0.61	1.34
YGL063W	PUS2	7	1.65	0.39
iEx329I		0	1.46	0.56
YHL021C		8	1.1	0.79
iOx358I		0	2.08	0.59
iGx512I		0	1.41	0.57
YKR069W	MET1	11	1.15	0.91
YLR027C	AAT2	12	1.4	0.76
iOx024I		0	0.72	1.13
iKx101I		0	1.61	0.61
YGR081C		7	0.69	1.36
YGL064C		7	1.49	0.67
iDx038I		0	1.79	0.56
iNx067I		0	1.45	0.91
iJx144I		0	0.66	1.38
YMR253C		13	1.46	0.81
iPx250I		0	1.91	0.57
YDR515W	SLF1	4	1.45	0.82
YMR319C	FET4	13	1.33	0.57
YHR104W	GRE3	8	1.07	0.88
iPx316I		16	0.47	1.04
iIx187I		0	0.57	1.4
iOx293I		0	2.04	0.5
iKx370I		0	1.83	0.46
YDR516C		4	1.24	0.57
YHL022C	SPO11	8	0.97	1.28
iOx359I		0	2.32	0.47
iGx513I		0	1.23	0.53
YLR028C	ADE16	12	1.15	1.08
iOx025I		0	1.09	1.28
iKx102I		0	1.8	0.57
YGL065C	ALG2	7	0.63	1.89
YBR267W		2	0.74	1.22
iDx039I		0	1.54	0.53
YGR148C	RPL24B	7	1.48	0.72
YDR450W	RPS18A	4	1.08	0.71
iNx068I		0	0.61	1.53
iJx145I		0	1.31	0.64
YLR296W		12	1.49	0.44
YMR254C		13	1.1	0.93
iPx251I		0	1.03	0.94
iPx317I				0.7
YHR105W		8	0.92	
iEx265I		5	0.4	1.9
iIx188I		0	0.6	1.33
YDR451C		4	1.44	0.72
iOx294I		0	0.73	1.51
iKx371I		0	1.83	0.54
YGR082W	TOM20	7	0.57	1.59
YDL100C				0.88
YHL023C		8	0.63	1.83
iGx514I		0	1.46	0.48
YLR029C	RPL15A	12	1.41	0.73
iOx026I		0	0.7	1.16
iKx103I		0	1.44	0.53
YGR083C	GCD2	7	0.97	0.96
iJx080I		0	1.54	0.56
YBR268W	MRPL37	2	0.32	2.87
iBx300I		0	0.58	1.73
iNx069I		0	1.38	0.53
iJx146I		0	2.33	0.46
YLR297W		12	1.56	0.46
YHR040W		8	1.3	0.57
iPx252I		0	0.57	1.56
YDR517W	GRH1	4	0.81	1.11
iPx318I		0	1.18	0.7
YHR106W	TRR2	8	0.54	1.84
YBR269C		2	0.45	2.77
iIx189I		0	0.46	1.83
iEx266I		0	0.39	2.02
YLR298C	YHC1	12	1.71	0.45
iOx295I		0	0.68	1.3
iKx372I		0	1.66	0.63
YGL066W		7	0.65	1.68
YHR041C	SRB2	8	1.04	0.58
YDL101C	DUN1	4	0.59	2.01
iGx515I		0	1.31	0.49
YGR149W		7	0.7	1.64
YHR107C	CDC12	8	0.52	
YNL130C	CPT1	14	1.33	0.83
iKx104I		0	1.65	0.48
YMR255W	GFD1	13	0.68	1.71
YGR084C	MRP13	7	1.51	0.57
iJx081I		0	1.56	0.7
YMR190C	SGS1	13	0.75	
iJx147I		0	1.94	0.58
YDR452W		4	1.5	0.63
iBx301I		0	1.49	0.68
YMR256C	COX7	13	0.44	2.48
iPx253I		0	1.22	0.54
iLx330I		0	1.53	0.53
YDR518W	EUG1	4	0.7	1.61
YHL024W	NOS1	8	0.52	1.81
iPx319I		0	0.78	0.75
iEx267I		0	1.21	0.6
YDR453C		4	1.31	0.9
iAx010I		1	0.94	1.42
iOx296I		0	1.8	0.4
iKx373I		0	1.28	0.84
iGx450I		0	0.56	1.89
YGL067W		7	1.55	0.56
iGx516I		0	0.78	1.11
iOx028I				0.69
iKx105I		0	1.37	0.64
YGR085C	RPL11B	7	0.99	0.89
iJx082I		0	0.98	0.92
iBx302I				0.68
iJx148I		0	1.26	0.53
YLR299W	ECM38	12	1.55	0.56
YMR257C	PET111	13	1.07	1.18
iPx254I		0	1.94	0.44
iLx331I		0	1.99	
YHR042W	NCP1	8	0.81	
YDR519W	FKB2	4	0.39	2.24
YDL102W	CDC2	4	0.84	1.57
YHL025W	SNF6	8	0.81	0.82
YHR108W		8	1.57	0.68
YNL131W	TOM22	14	0.66	
iEx268I		5	0.49	1
YDR454C	GUK1	4	1.73	0.69
iOx297I				0.5
iKx374I		0	0.85	1.23
iGx451I		0	1.02	0.96
YDR120C	TRM1	4	1.15	0.84
YHR043C	DOG2	8	0.74	1.62
YGL068W		7	1.24	0.55
iKx040I		0	1.39	0.72
YDL103C	QRI1	4	1.85	0.64
YHL026C		8	0.53	1.62
YMR191W		13	1.86	0.54
iGx517I		0	0.81	1.17
iOx029I		0	0.99	0.9
iKx106I		0	0.25	4.45
YGR086C		7	1.21	0.82
iFx160I		6	0.5	2.06
iJx083I		0	0.61	1.37
YGL069C		7	1.42	0.6
iJx149I		0	0.32	3.27
iBx303I		0	0.51	2.23
iDx820I		0	2.36	0.55
YMR258C		13	1.28	0.69
iPx255I		0	1.82	0.44
iLx332I		0	1.74	0.55
YIR001C	SGN1	9	0.27	3.54
YHR109W		8	1.5	0.59
YNL132W		14	1.49	0.65
iEx269I		0	0.88	1.07
YDR455C		4	1.67	0.44
iOx298I		0	1.91	0.47
iKx375I		0	1.29	1.01
iGx452I		0	1.27	0.7
YHR044C	DOG1	8	0.77	1.15
iKx041I		0	1.34	0.66
YDL104C	QRI7	4	1.39	0.76
YMR192W		13	1.4	0.84
iGx518I		0	0.82	1.1
YNL133C		14	1.68	0.47
YGR087C	PDC6	7	1.68	0.46
iJx084I		0	0.4	2.45
iPx190I		0	1.05	0.75
iBx304I		0	0.87	1.1
iDx821I		0	1.11	1.01
YMR259C		13	1.15	0.72
YDR121W	DPB4	4	1.69	0.46
iLx333I		12	0.7	
iPx256I		0	1.15	0.53
YHL027W	RIM101	8	0.9	1.2
YIR002C	MPH1	9	0.52	2.5
YJL210W	PEX2	10	1.65	0.64
YDR390C	UBA2	4	0.41	2.57
iAx013I		1	0.84	0.76
iOx299I		0	0.73	
iKx376I		0	1.22	0.99
