INAME	GENE	CHR	SIMR_UP2_191FR	SIMR_UP2_254
iDx805I		0	1.21	0.8
iLx317I		0	0.37	2.85
YNL051W		14	0.52	2.58
YNL117W	MLS1	14	1.85	0.72
iEx188I		0	0.96	0.68
YDR374C		4	1.57	0.52
YCR082W		3	0.61	1.54
iKx294I		0	1.18	0.69
iGx371I		0	1.48	0.6
YCL065W		3	0.91	1.57
YDR040C	ENA1	4	0.95	1.02
YDL023C		4	1.22	
iGx437I		0	2.18	0.48
YIL171W	HXT12	9	1.61	0.55
YHR029C		8	1.74	0.63
YML094W	GIM5	13	1.96	0.55
iKx026I		11	0.62	0.87
YMR177W	MMT1	13	1.17	0.72
iGx103I		0	0.71	1.89
YNL118C	DCP2	14	0.87	1.39
iFx080I		0	0.39	2.65
YIL172C		9	0.96	1.25
YML095C	RAD10	13	1.71	0.62
iJx069I		0	1.21	0.76
iBx223I		0	1.88	0.56
iDx740I		0	0.41	2.16
iFx146I		0	0.49	2.11
iPx175I				0.79
iLx252I		0	0.95	0.9
YOR361C	PRT1	15	1.56	0.52
iDx806I		0	0.64	1.63
YDR106W	ARP10	4	1.48	0.61
iLx318I		0	0.73	1.6
YNL052W	COX5A	14	0.6	1.63
iEx189I		0	0.95	1.26
YDR375C	BCS1	4	1.62	0.52
iKx295I		0	1.23	0.66
YCR083W	TRX3	3	0.3	2.68
iGx372I		0	0.71	0.83
YCL066W	HMLALPHA1	3	0.92	1.46
YDL024C		4	1.3	0.67
iGx438I		0	1.94	0.45
YDR107C		4	0.81	0.84
YJL130C	URA2	10	0.66	0.96
iKx027I		0	1.89	0.49
YMR178W		13	1.07	0.73
iGx104I		0	1.42	0.58
iMx210I		0	0.78	1.25
YCR084C	TUP1	3	0.98	0.94
YOL010W		15	0.36	2.4
YCL067C	HMLALPHA2	3	0.83	1.68
YHR139C-A		8	1.04	0.65
iFx081I		0	0.55	1.85
iBx224I		0	1.33	0.69
iDx741I		0	1.72	0.71
iFx147I		0	0.94	0.82
YDR041W		4	1.38	0.62
iPx176I		0	0.84	1.08
iLx253I		0	1.58	0.62
YOR362C	PRE10	15	1.77	0.57
iDx807I		0	1.15	0.75
YNR070W		14	0.97	0.9
iLx319I		0	1.5	0.73
YNL053W	MSG5	14	0.87	1.16
YNL119W		14	0.59	2.32
iKx296I		0	1.06	0.62
iGx373I		0	0.51	1.6
YDR042C		4	1.22	0.8
YDL025C		4	1.28	0.82
iGx439I		0	1.21	0.7
YNR071C		14	0.66	1.58
YIL173W	VTH1	9	0.9	0.86
YML096W		13	1.54	0.45
YJL131C		10	0.28	3.58
iKx028I		0	1.55	0.48
YMR179W	SPT21	13	0.67	1.87
iGx105I		0	1.58	0.55
iMx211I		0	0.95	0.93
YOL011W	PLB3	15	0.9	1.27
YCL068C		3	0.76	1.64
iFx082I		0	0.4	2.29
YML097C	VPS9	13	1.44	0.64
YDR376W	ARH1	4	1.96	0.44
iBx225I		0	0.3	2.88
iDx742I		0	0.32	2.06
iFx148I		0	1.63	0.58
iLx254I		12	1.4	0.75
iPx177I		0	1.6	
YOR363C	PIP2	15	1.62	0.62
iDx808I		0	0.83	1.33
YDR108W	GSG1	4	0.62	1.38
YNL054W	VAC7	14	1.18	0.73
YOL012C	HTA3	15	1.51	0.75
iKx297I		0	0.97	0.85
iGx374I		0	0.64	1.32
iMx480I		0	0.57	1.38
iGx040I		0	0.49	1.34
YDR109C		4	0.68	1.73
YIL174W		9	1.1	1.26
YNL055C	POR1	14	1.58	0.51
iKx029I		0	1.25	0.54
iGx106I		0	1.34	0.68
iMx212I		0	1.15	0.46
iBx160I		0	0.47	2.14
iFx083I		0	0.35	2.21
iBx226I		2	0.89	1.09
YDR377W	ATP17	4	1.25	
iDx743I		0	0.72	1.2
iFx149I		0	0.77	1.22
iPx178I		0	0.31	3.32
YDL026W		4	1.14	0.87
iDx809I		0	1.51	0.63
YNR072W	HXT17	14	1.31	0.84
YJL132W		10	0.4	2.43
YOL013C	HRD1	15	1.58	0.73
iKx298I		0	0.82	1.97
YCR086W		3	1.71	0.57
iGx375I		0	0.52	2.37
YCL069W		3	0.86	1.25
iMx481I		0	0.48	1.48
YDL027C		4	1.22	0.77
iGx041I		0	0.57	0.92
YJR150C	DAN1	10	1.12	1
YNR073C		14	1.32	0.61
YIL175W		9	0.99	1.55
YML098W	TAF19	13	1.44	0.62
iGx107I		0	2.09	0.42
YER001W	MNN1	5	0.51	2.43
iMx213I		0	0.59	
YOR364W		15	1.84	0.51
YCR097WA	a1	3	0.8	1.36
YOR030W	DFG16	15	1.17	0.73
iBx161I		0	0.61	1.62
iFx084I		0	0.54	1.5
iLx190I		0	1.1	0.66
YIL176C		9	0.84	1.64
YML099C	ARG81	13	1.06	0.87
iBx227I		0	1.41	0.65
iDx744I		0	0.77	
YDR044W	HEM13	4	0.79	1.36
iLx256I		12	1.21	0.9
iPx179I		0	1.48	0.83
iDx410I		0	1.91	0.34
YOR365C		15	1.52	0.54
YJL133W	MRS3	10	1.33	0.77
YNL056W		14	1.65	0.66
iKx299I		0	1.48	0.73
YCR087W		3	1.38	0.56
iGx376I		0	1.71	0.59
YDR045C	RPC11	4	0.56	1.54
iMx482I		0	0.84	1.26
YDL028C	MPS1	4	0.49	2.34
iGx042I		0	1.56	0.63
YJR151C		10	1.03	1.02
YNR074C		14	1.51	0.61
iGx108I		0	1.56	0.57
YER002W		5	0.46	2.16
YPL240C	HSP82	16	1.2	1.15
iMx214I		0	1.38	0.6
YOR031W	CRS5	15	0.7	1.42
iFx085I				1.46
YOL014W		15	0.53	2.21
iBx162I		0	0.73	1.22
iLx191I		0	0.31	3.62
YIL177C		9	1.49	1.01
YDR379W				0.69
iBx228I		0	1.24	0.85
iDx745I		0	1.54	0.71
iLx257I		0	1.5	0.64
iDx411I		0	1.75	0.46
YER003C	PMI40	5	0.46	3.28
YJL134W	LCB3	10	1.35	0.67
YOR032C	HMS1	15	0.77	1.87
YNL057W		14	1.61	0.65
YLR400W		12	1.82	0.48
YCR088W	ABP1	3	1.86	0.56
iGx377I		0	1.18	0.63
YDR046C	BAP3	4	1.34	0.6
iMx483I				0.67
iCx120I		0	1.74	0.46
iGx043I		0	0.54	0.92
YNL058C		14	1.71	0.48
iGx109I		0	1.94	0.45
YPL241C	CIN2	16	1.72	0.51
iMx215I		0	1.63	0.45
YOR366W		15	1.1	0.82
YLR401C		12	1.94	0.57
YOL015W		15	0.8	1.56
iBx163I		0	1.26	0.64
iDx680I		0	0.97	0.87
iFx086I		0	0.47	2.13
iLx192I		0	1.32	0.69
iBx229I		0	1.44	0.81
iDx746I		0	1.2	0.66
iLx258I		0	1.28	0.91
iDx412I		0	0.84	1.31
YDL029W	ARP2	4	0.51	2.35
iHx001I		8	1.59	1.02
YJR152W	DAL5	10	1.26	0.87
YNR075W	COS10	14	1.78	0.62
YJL135W		10	1.48	0.5
YOR033C	DHS1	15	0.49	2.13
YOL016C	CMK2	15	0.77	1.86
YCR089W	FIG2	3	1.27	0.64
iGx378I		0	1.71	0.59
YJL070C		10	0.45	
iMx484I		0	1.32	0.83
iCx121I		0	1.52	0.56
iGx044I		0	0.34	2.28
iMx150I		0	0.33	2.79
YJL136C	RPS21B	10	1.71	0.46
YNL059C	ARP5	14	0.79	1.35
YER004W		5	0.93	0.92
YPL242C	IQG1	16	0.87	1.31
iMx216I		0	0.8	1.21
YOR367W	SCP1	15	0.64	0.99
iBx164I		0	1.35	0.73
iDx681I		0	0.75	1.1
iFx087I		0	0.38	2.26
iLx193I		0	1.27	0.65
iHx270I		0	0.8	0.98
iDx747I		4	0.68	0.79
iLx259I		12	1.11	0.84
YDR047W	HEM12	4	1.48	0.7
iDx413I		0	1.99	0.41
iHx002I		0	1.79	0.69
YJR153W	PGU1	10	1.24	0.76
YNR076W	PAU6	14	0.84	1.59
YOR034C	AKR2	15	1.34	0.94
YLR402W		12	1.95	0.45
iGx379I		0	1.88	0.59
YDR048C		4	1.18	0.66
iMx485I		0	1.72	0.51
iCx122I		0	1.83	0.46
iGx045I		0	0.47	1.51
YNR077C		14	0.55	2.06
iMx151I		0	0.22	3.12
YJL137C	GLG2	10	1.65	0.61
YER005W	YND1	5	0.88	1.21
iMx217I		0	1.84	0.49
YOR368W	RAD17	15	0.54	1.66
iOx400I		0	0.45	2.08
iFx088I		6	0.51	2.37
YOL017W		15	0.9	1.33
iBx165I		0	0.81	1.13
iDx682I		0	0.9	1.06
iLx194I		0	1.32	0.72
iHx271I		0	1.53	0.61
iDx748I		0	0.89	1.28
YJL071W	ARG2	10	0.69	1.65
iDx414I		0	1.49	0.64
YOR369C	RPS12	15	0.57	1.16
iHx003I		0	0.75	1.05
YJR154W		10	1.46	0.53
YOR035C	SHE4	15	1.8	0.65
YOL018C	TLG2	15	0.66	1.51
YPL243W	SRP68	16	0.62	1.93
YLR403W	SFP1	12	1.32	1.04
YLL018C-A	COX19	12	0.98	0.58
YJL072C		10	0.69	1.23
iMx486I		0	1.84	0.48
iCx123I		0	1.41	0.54
iGx046I		0	1.19	1.04
iMx152I		0	1.16	
YJL138C	TIF2	10	1.65	0.58
YER006W		5	0.62	1.74
YPL244C		16	1.21	0.86
iMx218I		0	1.3	0.53
iOx401I		0	0.87	
iBx166I		0	1.11	0.65
iDx683I		0	0.86	1.05
iFx089I		0	0.55	2.39
iLx195I		0	1.49	
iHx272I		0	0.97	0.86
iDx749I		0	0.54	1.74
YAL001C	TFC3	1	0.33	3.26
YDR049W		4	0.6	1.29
iDx415I		0	1.86	0.47
iHx004I		0	0.74	1.6
YJR155W	AAD10	10	1.29	0.85
iNx110I		0	1.19	0.67
YLR404W		12	1.24	1.15
YJR090C	GRR1	10	0.58	1.81
iMx487I				1.91
iCx124I		0	0.49	
iGx047I		0	1.47	0.65
YJR156C	THI11	10	0.98	1.21
iMx153I		0	1.24	
iIx230I		0	1.25	0.61
YJL139C	YUR1	10	1.28	0.78
YER007W	PAC2	5	0.23	4.35
iMx219I		0	1.72	0.64
YKL030W		11	0.96	0.69
iOx402I				0.87
YOR036W	PEP12	15	1.83	0.61
YOL019W		15	0.7	1.7
iBx167I		0	1.76	0.59
iDx684I		0	1.56	0.6
iLx196I				0.44
iHx273I				2.13
iDx350I		0	1.73	
iDx416I		0	0.39	2.51
YER008C	SEC3	5	0.71	1.54
YJL073W	JEM1	10	0.89	1.05
iHx005I		0	0.83	1.51
iNx111I		0	1.27	0.58
YPL245W		16	0.96	0.79
YLR405W		12	0.55	1.86
YJR091C	JSN1	10	1.81	0.52
YJL074C	SMC3	10	1.57	0.53
iCx125I		0	0.46	2.37
iMx488I		0	1.74	0.67
iGx048I		0	0.99	0.52
iMx154I		0	0.81	1.4
iIx231I		0	0.75	1.39
YAL002W	VPS8	1	0.44	1.12
YPL246C		16	1.48	0.5
YKL031W		11	1.27	0.63
YLR406C	RPL31B	12	0.99	0.95
iOx403I				0.67
YOR037W	CYC2	15	1.07	1.13
iBx168I		0	0.85	1.65
iDx685I		0	0.79	
iLx197I		0	1.29	0.56
iHx274I		0	0.58	1.84
iDx351I		0	1.63	0.57
YAR020C	PAU7	1	0.78	1.61
iNx380I		0	1.47	0.46
iDx417I		0	1.02	0.98
YKL032C	IXR1	11	0.68	1.14
iHx006I		0	0.73	1.45
YJR157W		10	0.76	1.41
YOR038C	HIR2	15	1.31	1.01
YPL180W		16	1.75	0.63
iNx112I		0	1.66	0.55
YLR340W	RPP0	12	1.38	0.66
iCx060I		0	0.63	1.24
YJL075C		10	0.46	2.67
iMx489I		0	1.68	0.48
iCx126I		0	0.45	2.42
iGx049I		0	1.31	0.56
iMx155I		0	0.88	1.14
iIx232I		0	0.67	1.58
YAL003W				1.9
YPL247C		16	1.68	0.56
YER009W	NTF2	5	1.22	0.73
iOx404I		0	1.63	0.55
iBx169I		0	0.87	1.32
iDx686I		0	0.21	4.23
iLx198I		0	1.76	0.48
iHx275I		0	0.34	2.36
iDx352I		0	1.59	0.6
iNx381I		0	1.61	0.59
YJR092W	BUD4	10	0.66	1.5
iDx418I		0	0.44	1.48
YGL110C		7	0.6	1.59
iHx007I		0	0.72	1.17
YJR158W	HXT16	10	1.31	0.83
YPL181W		16	1.83	0.53
iNx113I		0	0.82	1.06
YLR341W		12	1.97	0.51
YLR407W		12	1.68	0.72
iCx061I		3	0.59	1.23
YJR093C	FIP1	10	0.27	3.03
iMx090I		0	0.77	1.22
iCx127I		0	1.12	0.91
YPL182C		16	1.82	0.51
iMx156I		0	0.8	0.92
iIx233I		0	1.72	0.58
iEx310I		0	2.15	0.57
YAL004W		1	1.33	0.89
YKR050W	TRK2	11	0.68	0.84
YPL248C	GAL4	16	1.41	0.74
YKL033W		11	0.6	2.25
YLR408C		12	0.85	0.91
iOx405I		0	0.68	1.68
YOR039W	CKB2	15	1.84	0.6
iDx687I		0	1.55	0.56
iLx199I		0	1.31	0.65
iHx276I		0	0.38	2.29
iDx353I		0	1.65	0.87
YAL005C	SSA1	1	1.02	1.23
iNx382I		0	0.45	1.69
iDx419I		0	1.42	
YJL076W	NET1	10	0.85	1.16
iHx008I		0	1.6	0.63
YJR159W	SOR1	10	1.19	0.61
iNx114I		0	0.97	0.98
YLR342W	FKS1	12	1.08	
YMR300C	ADE4	13	1.4	0.62
iCx062I		3	0.72	1
YJR094C	IME1	10	1.25	0.97
iMx091I		0	0.35	2.75
YJL077C	ICS3	10	1.85	0.41
iCx128I		3	1	0.87
YPL183C		16	1.56	0.74
iMx157I		0	0.88	1.18
iIx234I		0	1.88	0.46
iEx311I		0	0.56	1.8
iOx340I		0	1.89	0.42
YKR051W		11	0.41	2.47
YPL249C		16	1.68	0.69
YGL111W		7	0.68	1.4
YKL034W		11	1.25	0.83
YLR409C		12	1.63	0.9
iOx406I				1.02
iDx688I		0	1.8	0.47
iHx277I		0	1.6	0.43
iDx354I		0	1.73	0.71
YAR023C		1	1.04	0.87
iNx383I		0	0.14	4.28
iDx020I		0	0.62	1.39
YKR052C	MRS4	11	0.56	2.15
YGL112C	TAF60	7	0.71	1.81
iHx009I		0	1.21	0.71
YMR075C-A		13	0.31	3.29
iNx115I		0	1.87	0.44
YLR343W		12	0.67	2.05
iCx063I		3	0.77	1.13
YJL078C				0.49
iMx092I		0	1.35	0.55
iCx129I		0	0.92	1.02
YPL184C		16	1.27	0.74
iEx312I				1.17
iMx158I		0	0.93	1.04
iIx235I		0	0.45	2.61
iOx341I		0	1.34	0.66
YKL035W	UGP1	11	1.35	
YLR010C		12	0.52	1.8
iOx407I		0	0.85	1.19
iDx689I		0	0.91	0.91
iHx278I		0	1.24	0.69
iDx355I		0	0.54	2.16
YAL007C				1.38
iNx384I		0	0.32	
YJR095W	SFC1	10	1.47	0.73
iDx021I		0	0.62	1.38
YGR130C		7	1.24	0.7
YKR053C	YSR3	11	0.56	1.59
iNx050I		0	0.61	1.86
YKL036C		11	1.2	0.68
iNx116I		0	1.02	1.17
YLR344W	RPL26A	12	0.91	1
YMR302C	PRP12	13	1.41	0.65
iCx064I				1.28
iMx093I		0	1.53	0.58
iIx170I		9	0.46	2.76
YJL079C	PRY1	10	1.48	0.54
iMx159I		0	1	1.27
iIx236I		0	0.6	1.43
iEx313I		0	0.99	1
iOx342I		0	0.98	1.25
YGL113W		7	0.61	1.61
iOx408I		0	1.33	0.57
iDx290I		4	0.78	1.55
iHx279I		0	1.4	0.49
iDx356I		0	0.96	0.81
YBR250W		2	1.89	0.63
iNx385I		0	0.81	1.14
YJR096W		10	1.31	0.61
iDx022I		0	1.9	0.6
iNx051I		0	0.39	2.46
YPL185W		16	0.74	1.18
iNx117I		0	2.15	0.44
YLR345W		12	0.6	1.99
YMR303C	ADH2	13	1.68	0.45
iPx300I		0	0.36	2.67
iCx065I		3	0.7	0.99
iMx094I		0	1.67	0.58
iIx171I		0	1.35	0.62
YLR280C		12	0.94	1.15
YPL186C		16	0.67	1.33
iIx237I		0	1.08	0.65
iEx314I		0	1.85	0.62
YAL008W	FUN14	1	0.51	2.54
YDR500C	RPL37B	4	0.62	
YLR346C		12	0.38	2.92
YGR131W		7	1.47	0.68
iOx343I		15	0.71	1.72
YGL114W		7	1.35	0.75
YLR012C		12	0.3	2.95
YKL037W		11	1.04	0.7
iDx291I		0	0.56	2.42
iDx357I		0	2.08	0.48
YBR251W				0.5
iNx386I				0.63
YJR097W		10	1.11	0.94
iDx023I		0	1.77	0.47
YGR132C	PHB1	7	1.66	0.6
iNx052I		0	0.39	2.56
iNx118I		0	1.68	0.47
iPx301I		0	0.49	1.79
iCx066I		3	0.53	2.88
YJR098C		10	1.31	0.53
iMx095I		0	0.84	1.43
iIx172I		0	1.45	0.61
YLR281C				0.83
iIx238I		0	1.19	0.68
iEx315I		0	0.81	1.32
YAL009W	SPO7	1	0.63	1.98
YLR347C	KAP95	12	0.72	0.81
iOx344I		0	0.47	2.99
YKR055W	RHO4	11	1.05	
YGL115W	SNF4	7	1.61	0.72
YKL038W	RGT1	11	1.34	0.74
iOx010I		0	1.32	0.95
iDx292I		0	1.32	0.66
YMR304W	UBP15	13	1.08	
iDx358I		0	1.71	0.52
YBR252W	DUT1	2	1.64	1.05
iNx387I		0	1.18	0.69
iDx024I		0	0.47	1.94
iNx053I		0	0.87	2.09
iJx130I		0	0.87	0.77
YPL187W	MF(ALPHA)1	16	0.8	1.38
YDR501W	PLM2	4	1.36	1.01
iNx119I		0	1.55	0.56
YMR305C	SCW10	13	0.99	1.07
iPx302I		0	0.4	2.26
YLR013W	GAT3	12	0.41	2.01
iCx067I		3	0.36	4.09
iMx096I		0	0.58	1.57
iIx173I		0	0.93	1.37
iEx250I		0	1.47	0.41
YLR282C		12	0.82	1.04
YAR027W		1	1.31	0.86
iIx239I		0	0.86	0.88
YGL050W		7	0.41	2.86
iEx316I		0	1.16	1.03
YDR502C	SAM2	4	1.19	0.93
YLR348C	DIC1	12	1.51	0.62
iOx345I		0	1.07	0.96
YGR133W	PEX4	7	1.99	0.49
YKR056W	RNC1	11	1.84	0.49
YGL116W	CDC20	7	1.67	0.7
YLR014C	PPR1	12	0.76	1.31
YKL039W	PTM1	11	1.6	0.61
iOx011I		0	1.81	0.62
iDx293I		4	0.77	0.54
iDx359I		0	1.59	0.55
YBR253W	SRB6	2	1.38	0.71
iNx388I		14	1.16	0.77
YJR099W	YUH1	10	1.76	0.5
iDx025I		0	1.32	1.13
iNx054I		0	1.33	1.35
iJx131I		0	1.46	0.62
YMR240C	CUS1	13	1.21	0.82
YPL188W	POS5	16	1.09	0.83
iPx303I		0	0.43	2.51
iCx068I		3	0.43	3.33
YBR254C	TRS20	2	1.68	0.74
iMx097I				0.92
iIx174I		0	0.87	0.96
iEx251I		0	0.54	1.6
iOx280I		0	1.48	0.54
YAR028W		1	1.45	0.69
YGL051W		7	1.36	0.78
iEx317I		0	1.99	0.41
YDR503C	LPP1	4	1.18	0.75
iOx346I		0	1.58	0.62
YGR134W		7	1.23	0.69
YKR057W	RPS21A	11	1.75	0.44
iGx500I		0	0.93	0.91
YGL117W		7	2.13	0.45
iOx012I		0	1.65	0.69
iDx294I		0	1.53	0.62
YMR306W	FKS3	13	0.86	
iNx389I		0	1.66	
iDx026I		0	1.23	0.83
iNx055I		0	1.58	1.26
iJx132I		0	0.33	3.16
YGL118C		7	2.1	0.45
YLR283W		12	0.78	1.42
YPL189W		16	1.65	0.53
YLR349W		12	1.32	0.7
iPx304I		0	0.54	2.84
YLR015W		12	0.85	1.12
iCx069I		3	0.41	3.57
iMx098I		0	1.52	
iIx175I		0	0.9	0.86
YLR284C	ECI1	12	0.78	1.22
iOx281I		0	1.3	0.67
YAR029W		1	0.95	1.02
YGL052W		7	1.39	0.99
iEx318I		0	1.76	0.42
YDR504C		4	1.04	1.06
YHL010C		8	1.6	0.74
iOx347I		0	1.86	0.45
YGR135W	PRE9	7	1.25	0.72
YKR058W	GLG1	11	1.72	0.54
iGx501I		0	1.83	0.5
YLR016C		12	0.82	1.22
iOx013I		0	1.86	0.57
YMR241W	YHM2	13	0.77	1.08
iDx295I		0	0.83	1.09
YBR255W		2	1.06	0.97
iDx027I		0	0.96	1.02
iNx056I		0	1.5	0.94
iJx133I		0	1.15	0.87
YMR242C	RPL20A	13	1.35	0.83
YMR308C	PSE1	13	0.48	1.68
iPx305I		0	0.67	1.21
YBR256C	RIB5	2	1.3	0.72
iMx099I		0	1.45	0.7
iIx176I		0	0.38	2.83
iEx253I		0	0.8	1.07
iOx282I		0	0.73	1.19
YGR070W	ROM1	7	0.39	
YGL053W		7	1.32	0.79
iEx319I		0	2.5	0.5
YDR505C	PSP1	4	1.45	0.81
YHL011C	PRS3	8	1.02	1.22
iOx348I				0.99
iGx502I				0.7
YGR136W		7	0.73	1.06
YKR059W	TIF1	11	1.53	0.6
YGL119W	ABC1	7	1.38	0.6
iOx014I				1.06
iDx296I		0	1.27	0.74
YBR190W		2	1.32	0.7
YGR071C				1.58
YGL054C	ERV14	7	0.85	1.19
iDx028I		0	0.96	0.88
iNx057I		0	0.69	1.51
iJx134I		0	1.88	0.52
YLR285W		12	1.21	0.87
YMR243C	ZRC1	13	1.62	0.44
iPx240I		16	1.52	0.83
iPx306I		0	0.76	1.37
YLR017W	MEU1	12	0.67	1.52
YER119C-A		5	1.48	0.5
iIx177I		0	0.79	1.1
iEx254I		0	0.83	0.8
YLR286C	CTS1	12	1.11	0.78
iOx283I		0	1.31	0.54
iKx360I		0	1.38	0.77
YDR506C		4	1.52	0.64
iGx503I				1.67
iOx349I		0	1.04	0.95
YGR137W		7	0.68	1.39
YLR018C		12	0.63	1.64
iOx015I		0	1.29	0.63
iDx297I		0	0.33	3.11
YBR191W	RPL21A	2	1.23	0.8
YBR257W	POP4	2	1.34	0.67
iDx029I		0	0.22	4.58
YDR440W	DOT1	4	0.53	2.18
iNx058I		0	1.31	0.77
iJx135I		0	0.34	2.82
iPx241I		0	1.29	0.83
YHL012W		8	0.75	1.69
iPx307I				0.83
YBR258C		2	1.31	0.74
iIx178I		0	0.73	1.19
iEx255I		0	1.47	0.74
YDR441C	APT2	4	0.51	2.74
YLR287C		12	1.67	0.62
iOx284I		0	0.66	1.52
iKx361I		0	0.75	1.1
YGR072W	UPF3	7	0.94	0.95
YGL055W	OLE1	7	0.99	1.07
YHR030C	SLT2	8	1.48	0.74
YDR507C	GIN4	4	0.79	
YHL013C		8	0.55	2.28
iGx504I		0	1.45	0.53
iOx016I		0	1.24	
iDx298I		0	1.16	1.03
YBR192W	RIM2	2	0.51	2.34
YGR073C		7	0.67	1.43
iJx070I		0	1.64	0.65
YGL056C	SDS23	7	0.76	1.51
iNx059I		0	1.32	0.91
iJx136I		0	0.71	1.09
iPx242I		0	0.92	1.31
YBR193C	MED8	2	0.63	2.58
iPx308I		0	0.59	1.39
YLR019W		12	0.35	2.61
iEx190I		0	1.08	0.89
iEx256I				0.67
iIx179I		0	0.62	1.1
YLR288C	MEC3	12	1.63	0.54
iOx285I		0	0.83	1.04
iKx362I		0	0.63	1.55
YHR031C	RTT104	8	1.86	0.43
YDR508C	GNP1	4	1.72	0.48
YHL014C	YLF2	8	0.34	3.42
YGR139W				0.96
iGx505I		0	1.65	0.6
YNL120C		14	1.13	0.86
iOx017I		0	1.38	0.76
YMR245W		13	1.45	0.6
iDx299I		0	1.1	1.25
iJx071I		0	1.82	0.72
YGL057C		7	0.42	2.52
YBR259W		2	0.75	1.38
YMR180C	CTL1	13	0.74	1.33
iJx137I		0	1.63	0.74
YDR442W		4	0.81	1.13
iPx243I		0	0.81	1.27
iLx320I		0	1.61	0.48
iPx309I		0	0.74	1.2
iEx191I		0	0.98	1.13
YHR214W-A		8	1.48	0.72
iEx257I		0	1.47	0.54
YDR443C	SSN2	4	1.32	0.74
iOx286I		0	0.69	0.99
iKx363I		0	1.7	0.64
iGx440I		0	1.04	0.75
YGR074W	SMD1	7	0.73	1.21
iGx506I				0.66
YNL121C	TOM70	14	1.06	1.08
iOx018I		0	2.24	0.38
YMR246W	FAA4	13	0.67	1.64
YBR194W		2	0.42	2.13
YGR075C	PRP38	7	0.8	1.03
iJx072I		0	1.67	0.67
YMR181C		13	1.31	0.59
iJx138I		0	1.01	0.73
YLR289W	GUF1	12	1.17	0.9
YMR247C		13	0.89	
YHR032W		8	1.39	0.54
iPx244I		0	1.7	0.41
iLx321I		0	0.94	0.71
YDR509W		4	1.55	0.45
YHL015W	RPS20	8	0.7	1.54
YBR195C	MSI1	2	0.5	1.84
iEx192I		0	1.3	0.53
iEx258I		0	0.84	1.45
iAx001I		1	0.91	2.15
iKx364I				1.22
iOx287I		0	0.45	1.75
iGx441I		0	0.73	1.44
YGL058W	RAD6	7	0.81	1.5
iKx030I		0	1.65	0.43
YHL016C	DUR3	8	0.88	1.57
iGx507I		0	0.79	1.29
YNL122C		14	0.34	3.01
iOx019I		0	1.85	0.4
YGR076C	MRPL25	7	1.23	0.63
iJx073I		0	1.56	0.58
iFx150I		0	1.7	0.69
YMR182C	RGM1	13	1.46	
iJx139I		0	0.57	1.67
YDR444W		4	1.3	0.68
iDx810I		0	1.48	0.67
YDR110W	FOB1	4	1.07	0.95
iPx245I		0	1.62	0.53
iLx322I		0	2.01	0.59
YHR033W		8	0.79	0.89
YBR196C	PGI1	2	1.41	0.94
iEx193I		0	1.44	0.54
iEx259I		0	1.45	0.67
YDR445C		4	0.95	1.05
iAx002I		1	0.98	1.28
iOx288I		0	0.34	2.66
iKx365I		0	1.99	0.57
iGx442I		0	1.24	0.82
YDR111C		4	0.95	0.82
YHR034C		8	1.03	0.8
YGL059W		7	1.04	1.35
iKx031I		0	0.92	1.37
iGx508I		0	1.52	0.55
YJL200C		10	1.12	0.98
YGR077C	PEX8	7	1.75	0.59
iJx074I		0	0.87	1.15
iFx151I		0	0.99	0.91
YMR183C	SSO2	13	1.11	0.94
iPx180I		0	1.16	0.77
iDx811I		0	1.32	0.66
iPx246I		0	2.05	
iLx323I		0	0.97	0.99
YHL017W		8	0.85	1.37
YBR197C		2	1.41	0.6
YNL123W		14	0.68	1.41
iEx194I		0	1.19	0.7
iAx003I		1	0.31	
iOx289I		0	1.78	0.54
iKx366I		0	1.85	0.5
iGx443I		0	1.71	0.48
iKx032I		0	0.27	3.83
iGx509I		0	1.96	0.41
YGR078C	PAC10	7	1.47	0.54
iJx075I		10	0.53	0.99
YDR380W		4	1.58	0.62
iFx152I		0	0.96	0.99
iPx181I		0	1.06	0.59
YDR446W	ECM11	4	0.81	1.17
iDx812I		0	2.16	0.51
YDR112W		4	1.16	0.47
iPx247I		0	1.98	0.41
iLx324I		0	0.79	1.02
YHR035W		8	1.78	0.58
YHL018W		8	1.54	0.54
YBR198C	TAF90	2	1.74	0.62
YJL201W	ECM25	10	0.74	1.1
YNL124W		14	1.48	0.63
iEx195I		0	0.67	1.14
YDR447C	RPS17B	4	1.36	0.63
iKx367I		0	1.72	0.58
iGx444I		0	1.45	0.68
YDR113C	PDS1	4	1.63	0.55
iKx033I		0	1.42	0.47
YHL019C	APM2	8	1.53	0.7
YMR184W		13	1.48	0.57
iGx110I		0	1.61	0.67
YJL202C		10	1.62	
YNL125C	ESBP6	14	0.79	1.53
YCR090C		3	0.88	1.08
YCL073C		3	1.07	1.14
iJx076I				0.91
YDR381W	YRA1	4	1.02	0.74
iBx230I		0	1.07	0.86
iFx153I		0	1.09	0.84
iDx813I		0	1.87	0.41
iPx248I		0	1.83	0.35
iLx325I		0	0.79	1.33
YHR036W		8	1.63	0.58
YHR001W-A	QCR10	8	0.58	1.94
YOR100C	CRC1	15	1.46	0.81
iEx196I		0	1.01	0.87
iAx005I		1	0.45	1.41
iKx368I		0	1.79	0.5
iGx445I		0	1.87	0.81
YGR079W		7	1.14	0.75
YDR114C		4	1.36	0.58
iKx034I		0	1.78	0.52
